Host,N_Mentions,Total_Citations,Mean_Citations,expected_mentions,bias_ratio,bias_category
constant temperatures,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
constitute important,1,46,46.0,5.247392174394346,0.1905708524854863,Severely Understudied
constituting a,1,16,16.0,5.247392174394346,0.1905708524854863,Severely Understudied
constrain chickpea,1,28,28.0,5.247392174394346,0.1905708524854863,Severely Understudied
three with,1,38,38.0,5.247392174394346,0.1905708524854863,Severely Understudied
three xiphinema,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
threshold for,1,106,106.0,5.247392174394346,0.1905708524854863,Severely Understudied
threshold level,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
threshold was,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
conspecific allopatric,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
conspecific with,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
conspecificity of,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
three stages,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
three tolerant,1,31,31.0,5.247392174394346,0.1905708524854863,Severely Understudied
three transgenic,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
three types,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
three typical,1,35,35.0,5.247392174394346,0.1905708524854863,Severely Understudied
three undescribed,1,9,9.0,5.247392174394346,0.1905708524854863,Severely Understudied
three weed,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
three were,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
consuming and,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
consuming in,1,172,172.0,5.247392174394346,0.1905708524854863,Severely Understudied
contact and,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
contact of,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
contact stage,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
contain different,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
contain signal,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
three small,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently correlated,1,22,22.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently found,1,27,27.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently obtained,1,71,71.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently reduced,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
consists mainly,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
consider diverse,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
consider resistance,1,19,19.0,5.247392174394346,0.1905708524854863,Severely Understudied
consider rotating,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
considering this,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
consisted primarily,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistency of,1,68,68.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistency with,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistent levels,1,22,22.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistent minor,1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently achieved,1,32,32.0,5.247392174394346,0.1905708524854863,Severely Understudied
consistently associated,1,32,32.0,5.247392174394346,0.1905708524854863,Severely Understudied
through mechanisms,1,179,179.0,5.247392174394346,0.1905708524854863,Severely Understudied
through seeds,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
through selection,1,96,96.0,5.247392174394346,0.1905708524854863,Severely Understudied
through sequencing,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
through simplex,1,55,55.0,5.247392174394346,0.1905708524854863,Severely Understudied
through various,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
throughout cool,1,221,221.0,5.247392174394346,0.1905708524854863,Severely Understudied
throughout europe,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
constraint to,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
constraints are,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
through clipping,1,67,67.0,5.247392174394346,0.1905708524854863,Severely Understudied
through cobb,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
through convergent,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
through incorporation,1,45,45.0,5.247392174394346,0.1905708524854863,Severely Understudied
through light,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
through marker,1,90,90.0,5.247392174394346,0.1905708524854863,Severely Understudied
consensus sequence,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
consensus trees,1,23,23.0,5.247392174394346,0.1905708524854863,Severely Understudied
consequences of,1,42,42.0,5.247392174394346,0.1905708524854863,Severely Understudied
consequential invasive,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
consequently the,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
conservation of,1,50,50.0,5.247392174394346,0.1905708524854863,Severely Understudied
conservative morphology,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
conserved intron,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus their,1,47,47.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus these,1,25,25.0,5.247392174394346,0.1905708524854863,Severely Understudied
thyme oil,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
thymus citriodorus,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
thymus vulgaris,1,47,47.0,5.247392174394346,0.1905708524854863,Severely Understudied
thysanoplusia orichalcea,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
conoid in,1,14,14.0,5.247392174394346,0.1905708524854863,Severely Understudied
consensus bayesian,1,69,69.0,5.247392174394346,0.1905708524854863,Severely Understudied
considering paired,1,69,69.0,5.247392174394346,0.1905708524854863,Severely Understudied
considering that,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
throughout israel,1,9,9.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus an,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus illustrates,1,90,90.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus limits,1,25,25.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus many,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
thus supporting,1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
considerable by,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
considerable crop,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
considerable progress,1,125,125.0,5.247392174394346,0.1905708524854863,Severely Understudied
considerable variation,1,33,33.0,5.247392174394346,0.1905708524854863,Severely Understudied
considered conspecific,1,19,19.0,5.247392174394346,0.1905708524854863,Severely Understudied
considered morphometrically,1,35,35.0,5.247392174394346,0.1905708524854863,Severely Understudied
considered poor,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
considering all,1,35,35.0,5.247392174394346,0.1905708524854863,Severely Understudied
connected by,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
connected to,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
connection and,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
connection with,1,19,19.0,5.247392174394346,0.1905708524854863,Severely Understudied
connues des,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
confined tobacco,1,29,29.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirm a,1,50,50.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmation of,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
conicaudatus and,1,39,39.0,5.247392174394346,0.1905708524854863,Severely Understudied
conida to,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
conidia and,1,23,23.0,5.247392174394346,0.1905708524854863,Severely Understudied
conidial attachment,1,23,23.0,5.247392174394346,0.1905708524854863,Severely Understudied
conifer species,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
coniferous forests,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
coniferous plant,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
conjunction with,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage treatments,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage with,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
timber loss,1,221,221.0,5.247392174394346,0.1905708524854863,Severely Understudied
time during,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
time of,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
time on,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
conical or,1,14,14.0,5.247392174394346,0.1905708524854863,Severely Understudied
conical to,1,14,14.0,5.247392174394346,0.1905708524854863,Severely Understudied
conserved motif,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
tibu with,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
tifdwarf bermudagrass,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
tightly linked,1,36,36.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage and,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage or,1,62,62.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage plots,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
tillage system,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
conduzido em,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
condylus broadly,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
condylus shape,1,28,28.0,5.247392174394346,0.1905708524854863,Severely Understudied
cone and,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
cone at,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
cone structures,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
cone were,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
cones were,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
timely and,1,22,22.0,5.247392174394346,0.1905708524854863,Severely Understudied
times and,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
times during,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
times greater,1,9,9.0,5.247392174394346,0.1905708524854863,Severely Understudied
times higher,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
times lower,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
tiny projections,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
conductivity were,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirms to,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
conform to,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
time requirements,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
time taqman,1,24,24.0,5.247392174394346,0.1905708524854863,Severely Understudied
time that,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
time the,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
time there,1,106,106.0,5.247392174394346,0.1905708524854863,Severely Understudied
timelines of,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed a,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed and,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed both,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed during,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed for,1,14,14.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed this,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirmed through,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
confirms the,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
conduct tem,1,60,60.0,5.247392174394346,0.1905708524854863,Severely Understudied
conducted a,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
conducted with,1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentration was,1,67,67.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrations in,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrations up,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
concern for,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
concern over,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
condition and,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
condition known,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions allow,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions as,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions compared,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions present,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions resembling,1,66,66.0,5.247392174394346,0.1905708524854863,Severely Understudied
conditions that,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissue maceration,1,27,27.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissue soil,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissue was,1,30,30.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissues and,1,38,38.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissues cultured,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissues from,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissues than,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissues was,1,118,118.0,5.247392174394346,0.1905708524854863,Severely Understudied
cones with,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
conferring stripe,1,101,101.0,5.247392174394346,0.1905708524854863,Severely Understudied
conferring the,1,257,257.0,5.247392174394346,0.1905708524854863,Severely Understudied
confidence levels,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
tip ia,1,38,38.0,5.247392174394346,0.1905708524854863,Severely Understudied
tip without,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
tips containing,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
tissue and,1,27,27.0,5.247392174394346,0.1905708524854863,Severely Understudied
con meloidogyne,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
con oxamilo,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
concave shaped,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
concave slide,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrate could,1,28,28.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrate made,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrated attractant,1,47,47.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentrated in,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
to agriculture,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
to alexandria,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
to ambient,1,17,17.0,5.247392174394346,0.1905708524854863,Severely Understudied
to analyse,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
compromise these,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
con capacidad,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
con cuatro,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
con m,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
concrete containers,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
titre of,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to about,1,28,28.0,5.247392174394346,0.1905708524854863,Severely Understudied
to above,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to access,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
to account,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
to accurately,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
to adult,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
concerning reproduction,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
concerns over,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
concerted effort,1,80,80.0,5.247392174394346,0.1905708524854863,Severely Understudied
conclude that,1,35,35.0,5.247392174394346,0.1905708524854863,Severely Understudied
conclusion that,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
conclusions but,1,68,68.0,5.247392174394346,0.1905708524854863,Severely Understudied
conclusionthis finding,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
conclusionwe conclude,1,50,50.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprend actuellement,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprise two,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprised almost,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
components for,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
components of,1,150,150.0,5.247392174394346,0.1905708524854863,Severely Understudied
components sustaining,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
comportamiento de,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
comportando como,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
composticola then,1,56,56.0,5.247392174394346,0.1905708524854863,Severely Understudied
compound against,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
compound assays,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
compounds effectively,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
compounds on,1,16,16.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprehensive molecular,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprehensive results,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
comprehensive survey,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
to at,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to attach,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to attract,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
to bacterial,1,25,25.0,5.247392174394346,0.1905708524854863,Severely Understudied
to battle,1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
to beet,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to below,1,33,33.0,5.247392174394346,0.1905708524854863,Severely Understudied
composticola included,1,56,56.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentration as,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
concentration caused,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
to any,1,23,23.0,5.247392174394346,0.1905708524854863,Severely Understudied
to aphelenchoides,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to april,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
to arise,1,38,38.0,5.247392174394346,0.1905708524854863,Severely Understudied
to ascertain,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
to asian,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
component in,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
components and,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
complementation tests,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
complete desiccation,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
complete fusion,1,14,14.0,5.247392174394346,0.1905708524854863,Severely Understudied
complete its,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
complete method,1,9,9.0,5.247392174394346,0.1905708524854863,Severely Understudied
complete nematode,1,91,91.0,5.247392174394346,0.1905708524854863,Severely Understudied
to co,1,31,31.0,5.247392174394346,0.1905708524854863,Severely Understudied
to coil,1,60,60.0,5.247392174394346,0.1905708524854863,Severely Understudied
to colonize,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
completing the,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
complex double,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
complex origins,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
complexity of,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
complicated by,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
to bentgrass,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to bind,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
to biological,1,43,43.0,5.247392174394346,0.1905708524854863,Severely Understudied
to blackish,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to cellulose,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
to chemical,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to chitinases,1,34,34.0,5.247392174394346,0.1905708524854863,Severely Understudied
to close,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
comportant cinq,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
compositae rather,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
composite plant,1,172,172.0,5.247392174394346,0.1905708524854863,Severely Understudied
composite plants,1,172,172.0,5.247392174394346,0.1905708524854863,Severely Understudied
composite samples,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
composite sequence,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
compost at,1,116,116.0,5.247392174394346,0.1905708524854863,Severely Understudied
composted green,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
compartment of,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
compelling example,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
competitive balance,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
competitive displacement,1,8,8.0,5.247392174394346,0.1905708524854863,Severely Understudied
competitive interactions,1,67,67.0,5.247392174394346,0.1905708524854863,Severely Understudied
complement is,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparable gonad,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparable levels,1,118,118.0,5.247392174394346,0.1905708524854863,Severely Understudied
to corroborate,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
to cost,1,80,80.0,5.247392174394346,0.1905708524854863,Severely Understudied
to creeping,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
to crkn,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparison within,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparisons between,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparisons of,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
compartment and,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to conical,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
to connect,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
to contain,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to continue,1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
to contribute,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
to controls,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to cool,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to correspond,1,106,106.0,5.247392174394346,0.1905708524854863,Severely Understudied
completed in,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
completed its,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
completed within,1,26,26.0,5.247392174394346,0.1905708524854863,Severely Understudied
completely eradicate,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
completely eradicated,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
completely randomized,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
to compare,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
to confer,1,3,3.0,5.247392174394346,0.1905708524854863,Severely Understudied
communities it,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
communities remain,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
community culture,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
community relationship,1,6,6.0,5.247392174394346,0.1905708524854863,Severely Understudied
community spatial,1,21,21.0,5.247392174394346,0.1905708524854863,Severely Understudied
como objetivo,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
como testemunha,1,11,11.0,5.247392174394346,0.1905708524854863,Severely Understudied
common at,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
to distilled,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
to diverge,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
to dna,1,20,20.0,5.247392174394346,0.1905708524854863,Severely Understudied
to do,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
commonly on,1,2,2.0,5.247392174394346,0.1905708524854863,Severely Understudied
commonly rotated,1,29,29.0,5.247392174394346,0.1905708524854863,Severely Understudied
commonly used,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
communication between,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to define,1,16,16.0,5.247392174394346,0.1905708524854863,Severely Understudied
to defoliation,1,67,67.0,5.247392174394346,0.1905708524854863,Severely Understudied
to destroy,1,15,15.0,5.247392174394346,0.1905708524854863,Severely Understudied
to developing,1,38,38.0,5.247392174394346,0.1905708524854863,Severely Understudied
to differences,1,13,13.0,5.247392174394346,0.1905708524854863,Severely Understudied
to different,1,50,50.0,5.247392174394346,0.1905708524854863,Severely Understudied
to diffuse,1,47,47.0,5.247392174394346,0.1905708524854863,Severely Understudied
to disintegration,1,43,43.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparative genomic,1,89,89.0,5.247392174394346,0.1905708524854863,Severely Understudied
compare longidorus,1,7,7.0,5.247392174394346,0.1905708524854863,Severely Understudied
compare some,1,42,42.0,5.247392174394346,0.1905708524854863,Severely Understudied
"compared
with",1,18,18.0,5.247392174394346,0.1905708524854863,Severely Understudied
compared in,1,10,10.0,5.247392174394346,0.1905708524854863,Severely Understudied
comparison is,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
to damage,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
to decide,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
comme appartenant,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
comme par,1,55,55.0,5.247392174394346,0.1905708524854863,Severely Understudied
commelina benghalensis,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
commelina diffusa,1,27,27.0,5.247392174394346,0.1905708524854863,Severely Understudied
commerce and,1,32,32.0,5.247392174394346,0.1905708524854863,Severely Understudied
commercial bacterial,1,165,165.0,5.247392174394346,0.1905708524854863,Severely Understudied
commercial brassica,1,4,4.0,5.247392174394346,0.1905708524854863,Severely Understudied
commercial citrus,1,12,12.0,5.247392174394346,0.1905708524854863,Severely Understudied
to enzymatic,1,5,5.0,5.247392174394346,0.1905708524854863,Severely Understudied
to established,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to exist,1,26,26.0,5.247392174394346,0.1905708524854863,Severely Understudied
to expand,1,0,0.0,5.247392174394346,0.1905708524854863,Severely Understudied
to explain,1,16,16.0,5.247392174394346,0.1905708524854863,Severely Understudied
to exploit,1,80,80.0,5.247392174394346,0.1905708524854863,Severely Understudied
to explore,1,50,50.0,5.247392174394346,0.1905708524854863,Severely Understudied
comercial brasileira,1,1,1.0,5.247392174394346,0.1905708524854863,Severely Understudied
