Genus,Host,N_Mentions,Avg_Citations
Pratylenchus,found for,1,0.0
Globodera,It is,1,68.0
Globodera,Its high,1,26.0
Globodera,PCNs based,1,24.0
Globodera,PCR en,1,24.0
Globodera,PCR test,1,24.0
Pratylenchus,forest zone,1,6.0
Pratylenchus,forestiere humide,1,6.0
Pratylenchus,forets et,1,6.0
Globodera,NKT pouvaient,1,24.0
Globodera,Nacobbus aberrans,1,2.0
Globodera,None of,1,301.0
Globodera,Riboprobes and,1,68.0
Pratylenchus,found resistances,1,80.0
Globodera,Results for,1,34.0
Globodera,Results show,1,9.0
Globodera,Potato root,1,26.0
Globodera,Root systems,1,26.0
Globodera,Rotylenchulus reniformis,1,2.0
Globodera,Rapid and,1,4.0
Globodera,Rates needed,1,18.0
Globodera,Rates of,1,18.0
Meloidogyne,Die biologische,1,81.0
Meloidogyne,Differential host,1,54.0
Meloidogyne,DD for,1,4.0
Meloidogyne,DD to,1,4.0
Meloidogyne,DE CUCURBITA,1,1.0
Meloidogyne,DE LAS,1,1.0
Meloidogyne,Due to,1,0.0
Meloidogyne,Dinium  guinensis,1,0.0
Meloidogyne,Eggplant and,1,31.0
Meloidogyne,Eight genera,1,4.0
Meloidogyne,Eight root,1,5.0
Meloidogyne,El tratamiento,1,4.0
Meloidogyne,Ditylenchus sp,1,4.0
Meloidogyne,Dolichodera fluvialis,1,3.0
Meloidogyne,Developmental time,1,4.0
Meloidogyne,Die anderen,1,81.0
Meloidogyne,Ecuador and,1,55.0
Meloidogyne,Edinburgh which,1,5.0
Meloidogyne,Effects on,1,42.0
Meloidogyne,Eggplant,1,31.0
Meloidogyne,EST from,1,12.0
Meloidogyne,Delaware and,1,8.0
Meloidogyne,Des analyses,1,55.0
Meloidogyne,Despite their,1,16.0
Pratylenchus,from Artemisia,1,11.0
Pratylenchus,from Ghana,1,7.0
Pratylenchus,free from,1,3.0
Pratylenchus,formed in,1,61.0
Pratylenchus,formerly Duboscqia,1,61.0
Pratylenchus,from Israel,1,9.0
Pratylenchus,from M,1,25.0
Pratylenchus,from Nigeria,1,7.0
Meloidogyne,Considerations were,1,4.0
Heterodera,less as,1,45.0
Heterodera,less labile,1,47.0
Heterodera,les O,1,58.0
Heterodera,les cartes,1,58.0
Heterodera,less than,1,11.0
Heterodera,less well,1,47.0
Heterodera,lethal to,1,76.0
Pratylenchus,from apple,1,179.0
Pratylenchus,from around,1,15.0
Globodera,PCN resistance,1,0.0
Globodera,Northwest of,1,18.0
Globodera,Old World,1,2.0
Globodera,NKP et,1,24.0
Pratylenchus,from maize,1,0.0
Pratylenchus,from mangrove,1,12.0
Pratylenchus,from coffee,1,5.0
Pratylenchus,from conventional,1,116.0
Pratylenchus,from Sri,1,23.0
Pratylenchus,from Zaers,1,24.0
Pratylenchus,from amaryllis,1,26.0
Pratylenchus,from cultivated,1,10.0
Pratylenchus,from cysts,1,18.0
Pratylenchus,from fern,1,23.0
Meloidogyne,Distribution of,1,8.0
Pratylenchus,from Ohio,1,26.0
Pratylenchus,functional spermatheca,1,23.0
Pratylenchus,functional to,1,12.0
Pratylenchus,fundamental aspect,1,17.0
Pratylenchus,front of,1,19.0
Pratylenchus,fucose and,1,25.0
Pratylenchus,from chickpea,1,0.0
Globodera,Molecular DNA,1,4.0
Globodera,Molecular methods,1,24.0
Pratylenchus,fumigated with,1,49.0
Pratylenchus,from their,1,62.0
Pratylenchus,from treatments,1,4.0
Pratylenchus,from tropical,1,23.0
Pratylenchus,from rhizospheres,1,17.0
Globodera,Heterodera schachtii,1,301.0
Pratylenchus,from soil,1,6.0
Pratylenchus,from soils,1,179.0
Globodera,Many of,1,0.0
Globodera,Mediterranean region,1,2.0
Globodera,Key words,1,24.0
Globodera,La PCR,1,24.0
Globodera,Globodera zelandica,1,11.0
Globodera,Meloidogyne incognita,1,301.0
Meloidogyne,Cynodon dactylon,1,89.0
Meloidogyne,Cyperus esculentus,1,1.0
Heterodera,latipons mixed,1,25.0
Pratylenchus,from one,1,7.0
Globodera,Latin America,1,0.0
Globodera,Le test,1,24.0
Globodera,Intact cysts,1,18.0
Globodera,Islands in,1,2.0
Heterodera,leuceilyma Di,1,14.0
Heterodera,leuceilyma described,1,2.0
Heterodera,latipons species,1,25.0
Heterodera,leucine rich,1,114.0
Heterodera,leurs hybrides,1,58.0
Heterodera,level of,1,58.0
Heterodera,less susceptible,1,58.0
Meloidogyne,Cymbopogon martinii,1,81.0
Pratylenchus,genera and,1,2.0
Pratylenchus,genera became,1,6.0
Pratylenchus,genre Helicotylenchus,1,6.0
Pratylenchus,genres de,1,6.0
Pratylenchus,genetic parameters,1,3.0
Pratylenchus,genetic similarity,1,0.0
Pratylenchus,genetic structures,1,50.0
Pratylenchus,genomic regions,1,6.0
Pratylenchus,glucosinolate as,1,118.0
Pratylenchus,glucosinolate content,1,179.0
Pratylenchus,glucosinolate hydrolysis,1,179.0
Pratylenchus,glyphosate had,1,10.0
Pratylenchus,generally unsatisfactory,1,70.0
Pratylenchus,generally was,1,25.0
Pratylenchus,generated by,1,49.0
Pratylenchus,genera Brassica,1,2.0
Pratylenchus,further evaluation,1,3.0
Pratylenchus,further experiment,1,12.0
Pratylenchus,further progeny,1,58.0
Pratylenchus,future chickpea,1,0.0
Pratylenchus,gDNA using,1,18.0
Pratylenchus,garden had,1,0.0
Pratylenchus,gardens visited,1,0.0
Pratylenchus,gas chromatography,1,62.0
Globodera,II cellulose,1,68.0
Globodera,ITS amplicons,1,24.0
Globodera,ITS rDNA,1,8.0
Globodera,Eleven of,1,0.0
Globodera,In reaction,1,18.0
Globodera,Identification of,1,9.0
Globodera,In a,1,34.0
Pratylenchus,further analysis,1,6.0
Meloidogyne,Communication between,1,5.0
Meloidogyne,Como testemunha,1,11.0
Meloidogyne,Compared to,1,1.0
Meloidogyne,Cultivating resistant,1,0.0
Meloidogyne,County site,1,12.0
Meloidogyne,CreX and,1,90.0
Meloidogyne,Creatures collection,1,0.0
Meloidogyne,Concerning the,1,13.0
Meloidogyne,Degradation of,1,21.0
Meloidogyne,DNA fragment,1,5.0
Meloidogyne,DNA of,1,65.0
Meloidogyne,DNA sequences,1,20.0
Meloidogyne,Columbia root,1,53.0
Meloidogyne,Columns of,1,57.0
Meloidogyne,Columns were,1,57.0
Meloidogyne,Combined application,1,49.0
Meloidogyne,Dans des,1,55.0
Meloidogyne,DEL NEMATODO,1,1.0
Meloidogyne,DGO at,1,18.0
Meloidogyne,DNA at,1,10.0
Meloidogyne,DNA barcoding,1,20.0
Meloidogyne,DNA content,1,9.0
Meloidogyne,De tels,1,55.0
Meloidogyne,Defoliation and,1,7.0
Pratylenchus,funnel method,1,46.0
Pratylenchus,funnel technique,1,46.0
Pratylenchus,genotypes de,1,58.0
Pratylenchus,genotypes for,1,2.0
Pratylenchus,genotypes sont,1,58.0
Pratylenchus,genotypes to,1,2.0
Pratylenchus,genotypes was,1,58.0
Meloidogyne,DNA sequencing,1,55.0
Globodera,DNA mixtures,1,18.0
Globodera,DNA template,1,24.0
Globodera,DNAs isolated,1,18.0
Globodera,Dans notre,1,24.0
Globodera,Detailed in,1,301.0
Globodera,During later,1,85.0
Pratylenchus,grain belt,1,80.0
Pratylenchus,grain in,1,49.0
Pratylenchus,glaberrima line,1,58.0
Pratylenchus,glaberrima sont,1,58.0
Pratylenchus,glaberrima x,1,58.0
Pratylenchus,glandular lobe,1,17.0
Pratylenchus,glasshouse conditions,1,3.0
Pratylenchus,glaucum were,1,0.0
Pratylenchus,given in,1,0.0
Globodera,After careful,1,0.0
Globodera,Globodera millefolii,1,8.0
Globodera,Finding a,1,9.0
Pratylenchus,given on,1,3.0
Pratylenchus,glaberrima ainsi,1,58.0
Pratylenchus,glaberrima genotypes,1,58.0
Pratylenchus,glaberrima lignee,1,58.0
Pratylenchus,genres demeurent,1,6.0
Pratylenchus,genus and,1,0.0
Pratylenchus,genotypes were,1,2.0
Globodera,Globodera by,1,11.0
Globodera,Estonia and,1,8.0
Globodera,Extensin gene,1,85.0
Globodera,EGase transcription,1,68.0
Globodera,Cactodera salina,1,8.0
Globodera,Cactodera species,1,8.0
Globodera,Globodera mexicana,1,9.0
Pratylenchus,groups and,1,1.0
Pratylenchus,growing area,1,24.0
Pratylenchus,gross und,1,3.0
Pratylenchus,groundwater contamination,1,8.0
Globodera,Cactodera may,1,8.0
Pratylenchus,grafted plants,1,3.0
Pratylenchus,grahamiana and,1,20.0
Pratylenchus,grahamiana can,1,20.0
Pratylenchus,geographical locations,1,0.0
Pratylenchus,grapevine along,1,3.0
Pratylenchus,grasses in,1,17.0
Pratylenchus,greenhouse culture,1,6.0
Pratylenchus,greenhouse trials,1,179.0
Pratylenchus,greenhouse was,1,10.0
Pratylenchus,had little,1,6.0
Pratylenchus,had the,1,116.0
Pratylenchus,graminicola provenant,1,58.0
Pratylenchus,graminicola que,1,58.0
Pratylenchus,graminicola than,1,58.0
Pratylenchus,grahamiana with,1,20.0
Globodera,EGase transcripts,1,68.0
Pratylenchus,genus with,1,19.0
Pratylenchus,geographic origins,1,50.0
Pratylenchus,geographical distant,1,23.0
Pratylenchus,gram of,1,3.0
Pratylenchus,grading from,1,14.0
Globodera,AMP and,1,34.0
Globodera,ATP within,1,34.0
Pratylenchus,greater proportion,1,6.0
Pratylenchus,graminicola and,1,58.0
Pratylenchus,graminicola from,1,58.0
Pratylenchus,graminicola is,1,58.0
Meloidogyne,Chitwood at,1,81.0
Heterodera,levels in,1,21.0
Meloidogyne,CUATRO CULTIVARES,1,1.0
Meloidogyne,Cluster analysis,1,16.0
Meloidogyne,Coffea liberica,1,7.0
Meloidogyne,Coffee senna,1,1.0
Heterodera,limited host,1,20.0
Heterodera,light brown,1,2.0
Meloidogyne,Croatia too,1,0.0
Meloidogyne,Crocus sativus,1,0.0
Meloidogyne,Colonization of,1,20.0
Meloidogyne,Chlorella vulgaris,1,0.0
Meloidogyne,Chrysophyluum albidium,1,0.0
Meloidogyne,Clumping behavior,1,23.0
Meloidogyne,Chenopodium album,1,6.0
Meloidogyne,Chitinophaga sp,1,34.0
Globodera,Compositae rather,1,8.0
Globodera,Continuous growing,1,2.0
Meloidogyne,Carica papaya,1,32.0
Meloidogyne,Chitwood wurde,1,81.0
Meloidogyne,Characterization of,1,31.0
Meloidogyne,Chemical nematicides,1,10.0
Meloidogyne,Chemical treatment,1,89.0
Meloidogyne,Critical parameters,1,172.0
Pratylenchus,grahamiana did,1,20.0
Pratylenchus,grahamiana was,1,20.0
Pratylenchus,growing region,1,28.0
Globodera,Cultivated Solanum,1,0.0
Globodera,Cysts in,1,34.0
Globodera,DNA amplification,1,24.0
Globodera,Classic methods,1,18.0
Globodera,Complete life,1,301.0
Pratylenchus,higher N,1,116.0
Pratylenchus,hexincisus from,1,26.0
Pratylenchus,hexincisus is,1,7.0
Pratylenchus,has hitherto,1,17.0
Pratylenchus,have also,1,23.0
Pratylenchus,hapla both,1,49.0
Pratylenchus,hapla juveniles,1,49.0
Pratylenchus,harbored large,1,25.0
Pratylenchus,ha soybean,1,18.0
Pratylenchus,haben wir,1,3.0
Pratylenchus,had Rfs,1,2.0
Pratylenchus,guandu cv,1,4.0
Pratylenchus,harboring four,1,18.0
Pratylenchus,has a,1,118.0
Pratylenchus,high phenotypic,1,3.0
Pratylenchus,high similarity,1,24.0
Globodera,Brassica juncea,1,18.0
Globodera,At optimum,1,26.0
Pratylenchus,gutierrezi showed,1,19.0
Pratylenchus,growth did,1,32.0
Dolichodorus,transversely elongate,1,0.0
Dolichodorus,two layers,1,28.0
Dolichodorus,uniformly and,1,7.0
Pratylenchus,half of,1,14.0
Heterodera,lignees de,1,58.0
Heterodera,lignified wall,1,16.0
Heterodera,like endosymbionts,1,60.0
Globodera,Alternative control,1,2.0
Globodera,Applied probes,1,18.0
Globodera,Arabidopsis were,1,301.0
Globodera,ADP to,1,34.0
Globodera,Because the,1,24.0
Meloidogyne,Caulerpa prolifera,1,19.0
Meloidogyne,Ce travail,1,55.0
Meloidogyne,Camellia sinensis,1,0.0
Meloidogyne,Canada based,1,3.0
Meloidogyne,Canadian Red,1,1.0
Meloidogyne,Capsicum annuum,1,32.0
Meloidogyne,Central America,1,68.0
Meloidogyne,Cerrado and,1,16.0
Meloidogyne,CHENOPODIUM AMBROSIOIDES,1,1.0
Meloidogyne,COMPORTAMIENTO DE,1,1.0
Meloidogyne,CONTROL OF,1,1.0
Heterodera,les especes,1,58.0
Heterodera,les nematodes,1,58.0
Heterodera,les populations,1,58.0
Heterodera,limiting the,1,78.0
Meloidogyne,Carolina and,1,55.0
Pratylenchus,hay plots,1,116.0
Heterodera,line T,1,101.0
Heterodera,line exhibited,1,101.0
Heterodera,linoleic acids,1,76.0
Heterodera,like rods,1,20.0
Heterodera,likely indicative,1,8.0
Heterodera,liming and,1,38.0
Heterodera,limitation of,1,67.0
Pratylenchus,head and,1,25.0
Pratylenchus,head patterns,1,26.0
Pratylenchus,have lip,1,14.0
Pratylenchus,have prevented,1,116.0
Pratylenchus,have slightly,1,1.0
Pratylenchus,has become,1,3.0
Pratylenchus,growth than,1,18.0
Pratylenchus,have to,1,18.0
Dolichodorus,the male,1,0.0
Pratylenchus,hexincisus on,1,7.0
Pratylenchus,hexincisus vs,1,26.0
Pratylenchus,high coefficients,1,3.0
Pratylenchus,herbivores in,1,17.0
Pratylenchus,here the,1,18.0
Pratylenchus,herein as,1,6.0
Dolichodorus,to cool,1,7.0
Globodera,ADP and,1,34.0
Dolichodorus,was reduced,1,28.0
Dolichodorus,water at,1,7.0
Pratylenchus,herein described,1,23.0
Pratylenchus,hexaploid wheats,1,80.0
Pratylenchus,hexincisus and,1,5.0
Pratylenchus,head with,1,26.0
Pratylenchus,healthy nematicidal,1,11.0
Dolichodorus,uranyl acetate,1,7.0
Dolichodorus,ventral surface,1,0.0
Dolichodorus,to room,1,7.0
Dolichodorus,the nematode,1,7.0
Dolichodorus,with other,1,7.0
Dolichodorus,with respect,1,7.0
Globodera,ADN extrait,1,24.0
Globodera,ADN n,1,24.0
Meloidogyne,Certain nematodes,1,89.0
Meloidogyne,Ces rendements,1,55.0
Meloidogyne,Capsicum annuun,1,5.0
Meloidogyne,Care was,1,13.0
Meloidogyne,Caribbean are,1,55.0
Pratylenchus,hay was,1,116.0
Dolichodorus,were conducted,1,28.0
Dolichodorus,up to,1,28.0
Dolichodorus,the cuticle,1,0.0
Dolichodorus,the effectiveness,1,28.0
Dolichodorus,the final,1,28.0
Dolichodorus,than those,1,1.0
Dolichodorus,the biological,1,28.0
Dolichodorus,stylet range,1,1.0
Pratylenchus,hosts were,1,32.0
Pratylenchus,hosts with,1,12.0
Pratylenchus,highly infected,1,20.0
Dolichodorus,to sucrose,1,7.0
Pratylenchus,heavy cephalic,1,0.0
Pratylenchus,hemispherical and,1,26.0
Pratylenchus,herbaceous ornamental,1,1.0
Pratylenchus,herbicide on,1,10.0
Pratylenchus,horticulturists on,1,0.0
Pratylenchus,horticulturists were,1,0.0
Pratylenchus,higher post,1,70.0
Dolichodorus,straightens specimens,1,7.0
Dolichodorus,structures observed,1,7.0
Dolichodorus,time to,1,7.0
Dolichodorus,to clear,1,7.0
Pratylenchus,hippeastri has,1,3.0
Pratylenchus,hippeastri n,1,26.0
Pratylenchus,highly enriched,1,116.0
Dolichodorus,to evaluate,1,28.0
Dolichodorus,the typically,1,7.0
Dolichodorus,then cooled,1,7.0
Dolichodorus,they are,1,7.0
Dolichodorus,through an,1,7.0
Pratylenchus,highly nematicidal,1,118.0
Pratylenchus,highly specific,1,61.0
Pratylenchus,highly suitable,1,11.0
Heterodera,loam than,1,106.0
Heterodera,local farmer,1,2.0
Heterodera,local infection,1,13.0
Heterodera,localities through,1,6.0
Heterodera,loss as,1,55.0
Heterodera,loss due,1,289.0
Heterodera,locally in,1,13.0
Heterodera,located between,1,36.0
Heterodera,locally at,1,13.0
Heterodera,liquid and,1,28.0
Heterodera,literature was,1,4.0
Heterodera,litter and,1,17.0
Meloidogyne,Biometric characterization,1,19.0
Meloidogyne,Biometrical characteristics,1,5.0
Meloidogyne,Biweekly application,1,89.0
Heterodera,locations of,1,257.0
Pratylenchus,identified by,1,7.0
Pratylenchus,hosts of,1,0.0
Pratylenchus,hosts to,1,0.0
Dolichodorus,the solution,1,7.0
Dolichodorus,the intersection,1,0.0
Pratylenchus,identified consistently,1,0.0
Pratylenchus,identified on,1,24.0
Meloidogyne,As yet,1,89.0
Pratylenchus,hyaline part,1,18.0
Pratylenchus,hybrid progeny,1,58.0
Pratylenchus,hybrides interspecifiques,1,58.0
Dolichodorus,sectioned and,1,7.0
Dolichodorus,separated by,1,28.0
Pratylenchus,hydromorphic rice,1,6.0
Pratylenchus,hypothesis that,1,50.0
Pratylenchus,identified at,1,1.0
Pratylenchus,important plant,1,61.0
Dolichodorus,stylet shaft,1,0.0
Dolichodorus,supplemented as,1,7.0
Dolichodorus,specimens are,1,7.0
Pratylenchus,host sterols,1,62.0
Pratylenchus,host suitability,1,32.0
Pratylenchus,important process,1,62.0
Pratylenchus,important vegetable,1,49.0
Pratylenchus,ihnen mit,1,3.0
Pratylenchus,im folgenden,1,3.0
Pratylenchus,immediate faible,1,6.0
Pratylenchus,immediate influence,1,6.0
Pratylenchus,in Laktophenol,1,3.0
Pratylenchus,imported consignments,1,1.0
Pratylenchus,imported from,1,3.0
Pratylenchus,impoverishment can,1,10.0
Pratylenchus,in Nigeria,1,7.0
Pratylenchus,in O,1,58.0
Pratylenchus,in GenBank,1,0.0
Pratylenchus,in Guatemala,1,19.0
Pratylenchus,in Iran,1,0.0
Pratylenchus,impact by,1,118.0
Pratylenchus,importance of,1,3.0
Pratylenchus,important component,1,80.0
Meloidogyne,Biochemical studies,1,5.0
Heterodera,lezyon nematodlarının,1,5.0
Heterodera,life cycle,1,20.0
Heterodera,light anti,1,21.0
Heterodera,long tails,1,1.0
Pratylenchus,identique a,1,58.0
Pratylenchus,in Madeira,1,19.0
Pratylenchus,in NCBI,1,18.0
Dolichodorus,poured over,1,7.0
Dolichodorus,of paraformaldehyde,1,7.0
Dolichodorus,of phosphate,1,7.0
Dolichodorus,of soil,1,28.0
Dolichodorus,reduces killing,1,7.0
Pratylenchus,in advanced,1,80.0
Pratylenchus,in apple,1,179.0
Pratylenchus,in association,1,0.0
Pratylenchus,in Commission,1,3.0
Pratylenchus,in Costa,1,5.0
Pratylenchus,in Cote,1,58.0
Dolichodorus,risk fungicide,1,28.0
Dolichodorus,room temperature,1,7.0
Dolichodorus,progress of,1,28.0
Dolichodorus,reduced root,1,28.0
Dolichodorus,pouches anterior,1,0.0
Dolichodorus,solution contains,1,7.0
Dolichodorus,space of,1,28.0
Dolichodorus,sodium hydroxide,1,7.0
Pratylenchus,in F,1,3.0
Pratylenchus,in Ardakan,1,0.0
Dolichodorus,postfixed in,1,7.0
Dolichodorus,poststained in,1,7.0
Pratylenchus,in JapanCharakteristische,1,3.0
Dolichodorus,shoot biomass,1,28.0
Dolichodorus,rot and,1,28.0
Dolichodorus,saturated aqueous,1,7.0
Pratylenchus,in Canada,1,18.0
Dolichodorus,soil was,1,28.0
Dolichodorus,soilborne pathogens,1,28.0
Dolichodorus,solarization alone,1,28.0
Dolichodorus,solarized for,1,28.0
Meloidogyne,At farmer,1,31.0
Meloidogyne,At genus,1,16.0
Meloidogyne,At least,1,32.0
Meloidogyne,Burkina Faso,1,55.0
Meloidogyne,By considering,1,35.0
Meloidogyne,Bioassay tests,1,81.0
Meloidogyne,Barcode of,1,20.0
Meloidogyne,Bayesian inference,1,31.0
Meloidogyne,Bradyrhizobium japonicum,1,60.0
Meloidogyne,Bioassays were,1,13.0
Meloidogyne,By late,1,1.0
Meloidogyne,CCN bioassays,1,90.0
Meloidogyne,CCN resistance,1,90.0
Meloidogyne,Brassica juncea,1,12.0
Meloidogyne,Brazil carrying,1,19.0
Meloidogyne,Asafoetida and,1,31.0
Pratylenchus,in comparison,1,49.0
Pratylenchus,in accordance,1,18.0
Heterodera,loss values,1,11.0
Meloidogyne,Brazilian savanna,1,16.0
Meloidogyne,Brazilian trade,1,1.0
Meloidogyne,Both nutsedge,1,1.0
Meloidogyne,Both the,1,9.0
Meloidogyne,Botryocladia occidentalis,1,19.0
Pratylenchus,in Southern,1,13.0
Pratylenchus,in St,1,18.0
Pratylenchus,in Walcott,1,6.0
Pratylenchus,in Chile,1,23.0
Pratylenchus,in barberry,1,1.0
Pratylenchus,in benzoxazinoid,1,13.0
Pratylenchus,in coffee,1,0.0
Pratylenchus,in combination,1,7.0
Dolichodorus,population of,1,7.0
Pratylenchus,in Quebec,1,18.0
Pratylenchus,in Rangpur,1,1.0
Pratylenchus,in Sicily,1,23.0
Dolichodorus,pH is,1,7.0
Dolichodorus,of impatiens,1,28.0
Dolichodorus,of internal,1,7.0
Dolichodorus,ml of,1,7.0
Pratylenchus,in its,1,13.0
Pratylenchus,in laboratory,1,118.0
Pratylenchus,in landrace,1,80.0
Pratylenchus,in live,1,23.0
Pratylenchus,in experiment,1,1.0
Pratylenchus,in exposing,1,11.0
Dolichodorus,preparative technique,1,7.0
Dolichodorus,pressure of,1,7.0
Pratylenchus,in producer,1,2.0
Pratylenchus,in protected,1,9.0
Pratylenchus,in recovery,1,179.0
Pratylenchus,in glasshouses,1,5.0
Pratylenchus,in dune,1,17.0
Pratylenchus,in durum,1,80.0
Pratylenchus,in en,1,23.0
Pratylenchus,in increased,1,179.0
Meloidogyne,At termination,1,0.0
Meloidogyne,Augustinegrass were,1,8.0
Meloidogyne,As well,1,0.0
Pratylenchus,in adjacent,1,6.0
Pratylenchus,in existing,1,28.0
Pratylenchus,in controls,1,49.0
Pratylenchus,in decreasing,1,46.0
Pratylenchus,in determining,1,50.0
Pratylenchus,in synthetic,1,80.0
Pratylenchus,in sandy,1,11.0
Dolichodorus,is used,1,7.0
Dolichodorus,just anterior,1,0.0
Dolichodorus,knot severity,1,28.0
Dolichodorus,of Rhizoctonia,1,28.0
Dolichodorus,of all,1,1.0
Pratylenchus,in monoxenic,1,32.0
Pratylenchus,in presence,1,12.0
Pratylenchus,in nitrogen,1,116.0
Pratylenchus,in northern,1,8.0
Dolichodorus,mum in,1,1.0
Dolichodorus,nana Engler,1,0.0
Dolichodorus,near Cedar,1,1.0
Pratylenchus,in shaping,1,13.0
Dolichodorus,nematodes which,1,7.0
Pratylenchus,in maize,1,13.0
Dolichodorus,microm in,1,1.0
Dolichodorus,min and,1,7.0
Dolichodorus,min buffer,1,7.0
Pratylenchus,in rhizosphere,1,49.0
Pratylenchus,in pepper,1,49.0
Pratylenchus,in potato,1,25.0
Pratylenchus,in pots,1,10.0
Dolichodorus,permanently fixes,1,7.0
Dolichodorus,phosphate buffer,1,7.0
Dolichodorus,order Tylenchida,1,7.0
Dolichodorus,osmium tetroxide,1,7.0
Pratylenchus,in number,1,20.0
Pratylenchus,in orchards,1,0.0
Pratylenchus,in other,1,0.0
Pratylenchus,in lost,1,80.0
Meloidogyne,As of,1,0.0
Meloidogyne,As plantas,1,11.0
Meloidogyne,As the,1,34.0
Heterodera,made easier,1,25.0
Heterodera,losses in,1,6.0
Heterodera,losses on,1,6.0
Heterodera,losses that,1,55.0
Heterodera,losses were,1,236.0
Meloidogyne,Argentina include,1,10.0
Meloidogyne,Anaerobic soil,1,12.0
Meloidogyne,Annonas muricata,1,0.0
Meloidogyne,Aphelenchoides besseyi,1,2.0
Meloidogyne,Aphelenchoides sp,1,4.0
Meloidogyne,All plum,1,3.0
Meloidogyne,Artemisia vulgaris,1,17.0
Meloidogyne,As no,1,5.0
Meloidogyne,An infested,1,7.0
Meloidogyne,An unusual,1,12.0
Meloidogyne,Anacardium occidentale,1,0.0
Meloidogyne,Anaerobic conditions,1,12.0
Meloidogyne,Bencanta Trepar,1,17.0
Meloidogyne,Benzaldehydes were,1,11.0
Meloidogyne,BioNematon half,1,0.0
Meloidogyne,Arachis hypogaea,1,5.0
Pratylenchus,in nematicide,1,25.0
Pratylenchus,in trifoliata,1,1.0
Pratylenchus,in upland,1,6.0
Pratylenchus,in spore,1,61.0
Pratylenchus,in spring,1,116.0
Pratylenchus,in structure,1,116.0
Meloidogyne,America where,1,32.0
Meloidogyne,An important,1,172.0
Heterodera,living or,1,4.0
Heterodera,living soil,1,6.0
Heterodera,loam could,1,40.0
Heterodera,mainly consisting,1,68.0
Heterodera,mais toutes,1,58.0
Heterodera,maize,1,6.0
Heterodera,maize and,1,6.0
Meloidogyne,All these,1,90.0
Pratylenchus,including SEM,1,19.0
Pratylenchus,included a,1,12.0
Meloidogyne,Agriculture maintains,1,15.0
Heterodera,maize in,1,6.0
Heterodera,major group,1,1.0
Heterodera,lower temperatures,1,1.0
Heterodera,lusitanica and,1,16.0
Heterodera,lysis buffer,1,10.0
Pratylenchus,including Canada,1,18.0
Pratylenchus,include three,1,15.0
Pratylenchus,in varied,1,17.0
Pratylenchus,in various,1,6.0
Pratylenchus,in vegetable,1,9.0
Pratylenchus,in shoot,1,18.0
Pratylenchus,including ITS,1,5.0
Pratylenchus,including P,1,6.0
Heterodera,low amounts,1,106.0
Heterodera,loss from,1,55.0
Pratylenchus,in stylet,1,0.0
Dolichodorus,lateral field,1,0.0
Dolichodorus,lead citrate,1,7.0
Dolichodorus,in Spurr,1,7.0
Dolichodorus,in agar,1,7.0
Dolichodorus,in both,1,28.0
Pratylenchus,inconsistently overlapping,1,17.0
Dolichodorus,less than,1,7.0
Dolichodorus,is formulated,1,7.0
Dolichodorus,is pH,1,7.0
Dolichodorus,is shorter,1,1.0
Pratylenchus,in vivo,1,61.0
Pratylenchus,in water,1,11.0
Pratylenchus,in western,1,20.0
Pratylenchus,incognita a,1,58.0
Pratylenchus,incognita chez,1,58.0
Pratylenchus,incognita egg,1,11.0
Pratylenchus,incognita eggs,1,2.0
Pratylenchus,incognita infection,1,2.0
Pratylenchus,increase soil,1,116.0
Pratylenchus,incognita was,1,58.0
Pratylenchus,incomplete third,1,14.0
Pratylenchus,included those,1,23.0
Pratylenchus,including phytoparasitic,1,11.0
Pratylenchus,including several,1,13.0
Pratylenchus,including uncertainties,1,3.0
Pratylenchus,indicates a,1,5.0
Pratylenchus,indicates their,1,50.0
Pratylenchus,incorporate superior,1,80.0
Pratylenchus,incorporating the,1,20.0
Meloidogyne,Allium canadense,1,4.0
Meloidogyne,Altamonte Springs,1,2.0
Meloidogyne,Alternaria alternata,1,34.0
Meloidogyne,Alternative control,1,1.0
Meloidogyne,Ammophila sp,1,8.0
Meloidogyne,Amplification of,1,65.0
Meloidogyne,Although specific,1,8.0
Meloidogyne,Ambient ozone,1,17.0
Meloidogyne,Aerated steam,1,2.0
Meloidogyne,Ammophila breviliffulata,1,8.0
Meloidogyne,Aggregation or,1,23.0
Meloidogyne,Aggressiveness is,1,16.0
Meloidogyne,Agriculture as,1,15.0
Meloidogyne,After controlling,1,5.0
Meloidogyne,After dilution,1,17.0
Meloidogyne,After presenting,1,5.0
Pratylenchus,indicating shifts,1,116.0
Pratylenchus,indicative of,1,12.0
Pratylenchus,index but,1,18.0
Pratylenchus,index to,1,11.0
Pratylenchus,indicated total,1,32.0
Meloidogyne,After the,1,0.0
Meloidogyne,Abstract The,1,18.0
Meloidogyne,Adult females,1,20.0
Dolichodorus,is Juncus,1,1.0
Pratylenchus,indented in,1,23.0
Pratylenchus,indetectables au,1,6.0
Pratylenchus,index and,1,18.0
Pratylenchus,index between,1,116.0
Pratylenchus,increased maize,1,20.0
Pratylenchus,increased nematode,1,46.0
Pratylenchus,indicating P,1,9.0
Dolichodorus,is characterized,1,0.0
Dolichodorus,in west,1,28.0
Dolichodorus,incidence and,1,28.0
Dolichodorus,incidence of,1,28.0
Dolichodorus,incised in,1,7.0
Dolichodorus,in managing,1,28.0
