Author,Total_Citations,Mean_Citations,N_Papers,N_Genera,H_Index
"GÃÂ³mez, Jessica",8,8.0,1,1,1
"GÃÂ³mez-Chatata, Jorge Airton",1,0.5,2,1,1
"GÃÂ³mez-GutiÃÂ©rrez, Jaime Adriel",0,0.0,1,1,0
"GÃÂ³mez-RodrÃÂ±ÃÂguez, O",74,74.0,1,1,1
"GÃÂ³rski, Romuald",17,17.0,1,1,1
"GÃÂ¶ze ÃÂzdemir, Fatma GÃÂ¼l",0,0.0,2,2,0
"GÃZE ÃZDEM?R, Fatma GÃ¼l",9,1.2857142857142858,7,2,2
"GÃRKAN, BetÃ¼l",13,6.5,2,1,1
"GÃ¶ze Ãzdemir, Fatma GÃ¼l",0,0.0,2,2,0
"HAEGEMAN, ANNELIES",114,57.0,2,1,2
"HAHN, M. L.",18,18.0,1,1,1
"HAJJAJI, Abdelaziz",0,0.0,1,1,0
"HALFORD, P D.",4,4.0,1,1,1
"HAMAD, Hoshang",1,1.0,1,1,1
"HAMAMOUCH, NOUREDDINE",270,135.0,2,1,2
"HAMER, M.",0,0.0,1,1,0
"HAMILTON, HERMAN A.",2,2.0,1,1,1
"HANSEN, L. M.",6,3.0,2,1,2
"HARNI, RITA",22,4.4,5,2,3
"HAROON, SANAA A.",1,1.0,1,1,1
"HAROON, Sanaa A.",1,1.0,1,1,1
"HARRIS, A. R.",43,10.75,4,1,4
"HARRISON, B. D.",175,35.0,5,2,5
"HATAKEDA, Kiyotaka",0,0.0,1,1,0
"HAYASHI, Asami",37,37.0,1,1,1
"HENDERSON, V. E.",7,3.5,2,1,2
"HESLING, J. J.",19,6.333333333333333,3,2,3
"HIDE, G. A.",120,30.0,4,1,4
"HIGGINS, D. L.",2,2.0,1,1,1
"HILLOCKS, R. J.",7,7.0,1,1,1
"HIRANO, Kazuya",5,1.6666666666666667,3,2,2
"HIRATA, Akiyoshi",0,0.0,1,1,0
"HIRATA, Kenji",4,4.0,1,1,1
"HOGGER, C. H.",1,1.0,1,1,1
"HOLLIS, JOHN P.",4,4.0,1,1,1
"HOLZ, R. A.",6,6.0,1,1,1
"HOMINICK, W. M.",20,10.0,2,1,2
"HOMMA, Yoshihisa",6,3.0,2,1,2
"HOOPER, D. J.",0,0.0,1,1,0
"HOSSAIN, Sakhawat",2,2.0,1,1,1
"HUANG, GUOZHONG",55,55.0,1,1,1
"HUANG, Xin",2,1.0,2,1,1
"HUNT, H. W.",63,63.0,1,1,1
"Ha, Bo?Keun",31,31.0,1,1,1
"Ha, BoÃ¢ÂÂKeun",69,23.0,3,2,3
"Ha, Joon",13,13.0,1,1,1
"Ha, S.Y.",2,2.0,1,1,1
"Haapalainen, M.",104,104.0,1,1,1
"Haarith, Deepak",16,5.333333333333333,3,1,3
"Haase, Susan",84,42.0,2,1,2
"Habash, Samer",24,24.0,1,1,1
"Habash, Samer S.",101,20.2,5,1,5
"Habte, M",36,36.0,1,1,1
"Habteweld, Alemayehu W.",2,2.0,1,1,1
"Hackenberg, C",12,12.0,1,1,1
"Hackenberg, C.",4,1.0,4,1,2
"Hackenberg, Clemens",12,6.0,2,1,2
"Hackett, Christine A.",71,71.0,1,1,1
"Hackney, R W",42,42.0,1,1,1
"Hada, Alkesh",53,7.571428571428571,7,1,5
"Haegeman, A.",72,36.0,2,1,2
"Haegeman, Annelies",267,66.75,4,3,4
"Hafez, S L",48,24.0,2,2,2
"Hagan, Austin",0,0.0,1,1,0
"Hagan, Austin K.",1,1.0,1,1,1
"Haggag, Eman S. F.",0,0.0,2,1,0
"Haggag, Wafaa M.",9,9.0,1,1,1
"Haglund, W A",3,3.0,1,1,1
"Hague, N. G. M.",2,2.0,1,1,1
"Hague, Nigel",52,26.0,2,1,2
"Hague, Nigel G. M.",2,2.0,1,1,1
"Hahn, Marlon Henrique",12,2.4,5,1,1
"Haidar, Asma M.",12,6.0,2,1,2
"Haj Nuaima, Rasha",20,10.0,2,1,2
"Hajieghrari, B",4,4.0,1,1,1
"Hajieghrari, Behzad",3,3.0,1,1,1
"Hajihasani, A.",28,14.0,2,1,2
"Hajihassani, Abolfazl",130,10.0,13,5,7
"Hajjaji, A.",4,4.0,1,1,1
"Hajji, Lobna",28,14.0,2,1,2
"Hajji-Hedfi, Lobna",36,6.0,6,1,4
"Hakamata, T",6,3.0,2,1,1
"Hakamata, T.",9,9.0,1,1,1
"Hakamata, Tetsuji",0,0.0,1,1,0
"Hakkaart, F. A.",2,2.0,1,1,1
"Halbrendt, J M",106,17.666666666666668,6,2,4
"Halbrendt, J.M.",3,3.0,1,1,1
"Halik, S",18,9.0,2,1,2
"Halik, S.",26,26.0,1,1,1
"Halimah, Dwi",2,2.0,1,1,1
"Hall, David G.",350,350.0,1,1,1
"Hall, M R",2,2.0,1,1,1
"Hallmann, J",105,105.0,1,1,1
"Hallmann, J.",282,94.0,3,1,3
"Hallmann, Johannes",104,20.8,5,3,5
"Halseth, D. E.",1,1.0,1,1,1
"Hamaguchi, Takahiro",48,24.0,2,1,2
"Hamamouch, Noureddine",173,57.666666666666664,3,1,3
"Hamawaki, Osvaldo Toshiyuki",18,9.0,2,1,2
"Hamdane, Yassine",2,2.0,1,1,1
"Hamdy, Faten A.",0,0.0,3,1,0
"Hamed, Seham M.",18,18.0,1,1,1
"Hamid, Gamaleldin A.",7,7.0,1,1,1
"Hamid, M Imran",180,90.0,2,1,2
"Hamid, M.",29,29.0,1,1,1
"Hamid, M. Imran",0,0.0,1,1,0
"Hamida, Nesrine Ben",6,6.0,1,1,1
"Hamidi, Ilmi",0,0.0,1,1,0
"Hamidi, Negin",3,3.0,1,1,1
"Hamlen, R A",3,3.0,1,1,1
"Hammad, Eman A.",4,1.3333333333333333,3,1,2
"Hammam, Mostafa",9,4.5,2,2,2
"Hammerschlag, F.A.",0,0.0,1,1,0
"Hammerschlag, Freddi A.",0,0.0,1,1,0
"Hammes, Ulrich Z.",202,101.0,2,1,2
"Hammond, T M",97,97.0,1,1,1
"Hammond-Kosack, Kim E.",47,23.5,2,1,2
"Hamouda, Ragaa",3,3.0,1,1,1
"Hamza, A. M.",0,0.0,1,1,0
"Hamza, Mohamed AÃÂ¯t",16,16.0,1,1,1
"Hamze, Rim",1,1.0,1,1,1
"Han, Ga Ram",2,1.0,2,1,1
"Han, H",44,7.333333333333333,6,1,3
"Han, Hye-Rim",11,11.0,1,1,1
"Han, Hyerim",3,3.0,1,1,1
"Han, Jae Woo",1,1.0,1,1,1
"Han, Jaeyeong",0,0.0,2,2,0
"Han, JuÃ¢ÂÂHwan",9,9.0,1,1,1
"Han, Kyeongmin",1,1.0,1,1,1
"Han, Sang-Chan",1,1.0,1,1,1
"Han, Shaojie",2,1.0,2,1,1
"Han, Xiaohong",0,0.0,1,1,0
"Han, Xiaolong",39,39.0,1,1,1
"Han, Xue",1,1.0,1,1,1
"Han, Yi",2,2.0,1,1,1
"Han, Yingpeng",160,40.0,4,1,4
"Han, Z. M.",71,71.0,1,1,1
"Han, Zheng Ming",72,72.0,1,1,1
"Han, Ziduan",18,6.0,3,2,2
"Hanawa, Fujinori",52,52.0,1,1,1
"Hanawi, Mohmmed J.",1,1.0,1,1,1
"Hancock, J. A.",11,11.0,1,1,1
"Handayani, Nurul Dwi",24,8.0,3,1,2
"Handoo, Z A",200,28.571428571428573,7,5,6
"Handoo, Z.A.",14,7.0,2,1,2
"Handoo, Zafar",5,5.0,1,1,1
"Handoo, Zafar A",47,23.5,2,2,2
"Handoo, Zafar A.",61,10.166666666666666,6,4,3
"Hanke, Wiebke",0,0.0,4,1,0
"Hanks, G. R.",0,0.0,1,1,0
"Hanna, E.",10,10.0,1,1,1
"Hanna, M. R.",7,7.0,1,1,1
"Hannunen, Salla",0,0.0,2,1,0
"Hanoon, Waref M.",1,1.0,1,1,1
"Hanounik, S B",17,8.5,2,1,2
"Hanse, B.",40,20.0,2,1,2
"Hansen, Allison K.",2,2.0,1,1,1
"Hansen, E.",58,29.0,2,1,2
"Hanson, R. G.",16,8.0,2,1,2
"Hao, Xin",18,3.6,5,1,2
"Hao, Zhi-Kui",3,1.5,2,1,1
"Hao, Zhipeng",134,44.666666666666664,3,1,3
"Hao, Zhuoqing",6,6.0,1,1,1
"Haque, M D",4,4.0,1,1,1
"Hara, N",8,4.0,2,1,2
"Harada, Yuki",11,11.0,1,1,1
"Haraguchi, Shunsuke",18,18.0,1,1,1
"Haran, Julien",42,14.0,3,1,3
"Harbach, Chelsea J",8,4.0,2,1,1
"Harding, R. B.",10,10.0,1,1,1
"Harman, A L",4,4.0,1,1,1
"Harmey, J H",26,26.0,1,1,1
"Harmey, Judith H.",1,1.0,1,1,1
"Harni, Rita",0,0.0,2,1,0
"Haroon, S",3,3.0,1,1,1
"Haroon, S A",6,6.0,1,1,1
"Harris, A R",17,17.0,1,1,1
"Harris, AR",6,3.0,2,2,1
"Harris, P.G.W.",2,1.0,2,1,1
"Harris, T S",54,54.0,1,1,1
"Harris-Shultz, Karen R",10,5.0,2,1,1
"Harrison, B. D.",86,86.0,1,1,1
"Harrison, B.D.",115,57.5,2,1,2
"Harrison, Howard F.",10,5.0,2,1,1
"Harrison, S. Kent",5,5.0,1,1,1
"Hartman, J. B.",10,10.0,1,1,1
"Hartwig, E. E.",10,5.0,2,1,2
"Hasan, A.",12,6.0,2,1,2
"Hasan, A.K.M. Kamal",0,0.0,1,1,0
"Hasan, Abul",14,14.0,1,1,1
"Hasan, M. Shamim",6,1.5,4,1,2
"Hasan, Mudassara",2,2.0,1,1,1
"Haseeb, A.",3,3.0,1,1,1
"Haseeb, Akhtar",11,11.0,1,1,1
"Hasegawa, Koichi",34,11.333333333333334,3,1,2
"Hashem, Mohamed",184,61.333333333333336,3,1,3
"Hashemi, Kobra",1,0.5,2,1,1
"Hashim, Z.",6,6.0,1,1,1
"Hashmi, G",7,3.5,2,2,2
"Hashmi, Ghazala",10,10.0,1,1,1
"Hashmi, Ghazala P.",7,7.0,1,1,1
"Hashmi, S",13,6.5,2,1,2
"Hashmi, Sarwar",0,0.0,1,1,0
"Hassan, H. M.",0,0.0,1,1,0
"Hassan, Hassan Mohamed",0,0.0,1,1,0
"Hassan, Maggie E.M.",16,16.0,1,1,1
"Hassan, Mohammad K.",4,2.0,2,1,2
"Hassan, S. M. E.",1,1.0,1,1,1
"Hassanaly-Goulamhoussen, Rahim",3,1.0,3,1,1
"Hastings, R. J.",13,6.5,2,2,1
"Hastuti, Liana Dwi Sri",5,5.0,1,1,1
"Hatz, B",24,24.0,1,1,1
"Hauer, M.",68,17.0,4,1,4
"Haverkort, A. J.",78,15.6,5,1,4
"Hawamda, Abdalmenem I. M.",34,11.333333333333334,3,1,2
"Hawk, Tracy",6,3.0,2,1,2
"Hawk, Tracy E.",0,0.0,1,1,0
"Hawkins, Arthur",6,3.0,2,1,1
"Hawn, E. J.",18,18.0,1,1,1
"Hay, F.",18,9.0,2,1,2
"Hay, F. S.",25,5.0,5,2,2
"Hay, F.S.",11,11.0,1,1,1
"Hay, Frank S",27,27.0,1,1,1
"Haydock, Patrick",2,2.0,1,1,1
"Haydock, Patrick P.J.",17,5.666666666666667,3,1,3
"Hayes, A. J.",4,2.0,2,1,2
"Haynes, K. G.",2,2.0,1,1,1
"Haynes, Robert L.",12,12.0,1,1,1
"Hbirkou, C.",18,18.0,1,1,1
"He, Bin",7,7.0,1,1,1
"He, Jiaxuan",1,1.0,1,1,1
"He, Long-Xi",20,20.0,1,1,1
"He, Qiguang",6,6.0,1,1,1
"He, Qiong",15,15.0,1,1,1
"He, Ruifeng",36,36.0,1,1,1
"He, Xuanyu",1,1.0,1,1,1
"He, Y.",96,96.0,1,1,1
"He, Yitong",2,2.0,1,1,1
"Heald, C M",89,14.833333333333334,6,2,5
"Health, EFSA Panel on Plant",62,4.769230769230769,13,8,4
"Healy, W. B.",46,23.0,2,1,2
"Hearne, Rachel",4,4.0,1,1,1
"Heatherly, Larry G.",60,7.5,8,1,6
Heber Irizarry,1,1.0,1,1,1
"Hechler, H C",2,2.0,1,1,1
"Hedin, Paul A.",12,6.0,2,1,2
"Heeren, J. R.",14,7.0,2,1,2
"Heflish, Ahmed A.",23,23.0,1,1,1
"Heijbroek, W.",60,30.0,2,1,2
"Heikal, Hany Mohamed",2,2.0,1,1,1
"HeikkilÃÂ¤, Jari",3,3.0,1,1,1
"Heinrichs, Christian",16,8.0,2,1,2
"Heisuke, SATO",30,30.0,1,1,1
"Helaly, Soleiman E.",36,18.0,2,1,2
"Heller, R.",30,30.0,1,1,1
"Hemmati, S.",7,7.0,1,1,1
"Hennig, Thuanne BraÃÂºlio",5,5.0,1,1,1
"Henrique Hahn, Marlon",0,0.0,1,1,0
"Herbert, D A",4,4.0,1,1,1
"Herman, M",43,14.333333333333334,3,1,3
"Herman, Theresa K.",8,4.0,2,1,2
"Hermsmeier, D",41,41.0,1,1,1
"Hermsmeier, Dieter",46,46.0,1,1,1
"Hernandes, Isabela",5,5.0,1,1,1
"Hernandez, Adan",18,18.0,1,1,1
"HernaÃÂndez-JuaÃÂrez, AgustiÃÂn",0,0.0,1,1,0
"HernÃÂ¡ndez, ÃÂngel Manuel SuÃÂ¡rez",3,3.0,1,1,1
"HernÃÂ¡ndez-Dorrego, A",0,0.0,1,1,0
"HernÃÂ¡ndez-Herrera, Rosalba Mireya",40,40.0,1,1,1
"HernÃÂ¡ndez-Orts, JesÃÂºs Servando",25,25.0,1,1,1
"Herradura, L.H.",0,0.0,1,1,0
"Herradura, Lorna E.",1,1.0,1,1,1
"Herrera-Parra, E.",2,2.0,1,1,1
"Herrera-Parra, Elizabeth",19,19.0,1,1,1
"Herring, Stephanie L",7,7.0,1,1,1
"Herrmann, S.",17,17.0,1,1,1
"Hershman, D E",52,26.0,2,1,2
"Herve, G.",26,13.0,2,1,2
"HervÃÂ©, Dominique",3,3.0,1,1,1
"Hesar, Abbas Mokaram",0,0.0,1,1,0
"Hesling, J. J.",6,3.0,2,1,2
"Hesse, C.N.",4,2.0,2,1,2
"Hewavitharana, Shashika S",63,63.0,1,1,1
"Hewavitharana, Shashika Shivanthi",79,79.0,1,1,1
"Hewezi, Tarek",851,77.36363636363636,11,1,10
"Hewlett, T E",87,29.0,3,3,3
"Heydari, Fariba",1,1.0,1,1,1
"Heydari, R.",24,12.0,2,2,2
"Heydari, Ramin",13,6.5,2,2,2
"Heyns, J.",3,3.0,1,1,1
"Hida, Hirotaka",19,3.8,5,1,1
"Hiep, Nguyen Viet",5,5.0,1,1,1
"Hijner, J. A.",6,3.0,2,1,2
"Hildebrand, A. A.",28,28.0,1,1,1
"Hill, N S",29,29.0,1,1,1
"HillnhÃÂ¼tter, C.",96,96.0,1,1,1
"HillnhÃÂ¼tter, Christian",54,27.0,2,2,2
"HillnhÃ¼tter, C.",38,38.0,1,1,1
"HillnhÃ¼tter, Christian",54,27.0,2,2,2
"Hillocks, R. J.",16,16.0,1,1,1
"Himmelhoch, S",4,4.0,1,1,1
"Hinchliffe, Doug J.",33,33.0,1,1,1
"Hindersah, Reginawanti",0,0.0,2,1,0
"Hirao, Tomonori",116,38.666666666666664,3,1,3
"Hirata, Kenji",4,4.0,1,1,1
"Hirling, Walter",16,2.2857142857142856,7,2,3
"Hiroaki, KAJI",1,1.0,1,1,1
"Hirschfield, Ramona",0,0.0,2,1,0
"Hirschmann, H",13,6.5,2,2,2
"Hirumi, H.",29,29.0,1,1,1
"Hirunsalee, A",9,4.5,2,1,2
"Hisamuddin, Swarn Singh",7,7.0,1,1,1
"Hishinuma-Silva, Suellen Mika",7,2.3333333333333335,3,1,1
"Hixson, A C",14,7.0,2,1,2
"Hlaoua, W.",10,10.0,1,1,1
"Ho, Ju-shey",1,1.0,1,1,1
"Hoberg, Eric P.",13,13.0,1,1,1
"Hockland, Sue",58,58.0,1,1,1
"Hodda, Mike",13,13.0,1,1,1
"Hodge, A.",272,272.0,1,1,1
"Hodges, L R",2,2.0,1,1,1
"Hodson, Amanda K",0,0.0,1,1,0
"Hodson, Amanda K.",4,4.0,1,1,1
"Hoedekie, Annemie",26,26.0,1,1,1
"Hoek, J",0,0.0,1,1,0
"Hoerning, Cody",2,2.0,1,1,1
"Hoestra, H.",21,21.0,1,1,1
"Hofmann, Julia",400,36.36363636363637,11,1,10
"Hogger, C H",1,1.0,1,1,1
"Hohberg, Karin",69,69.0,1,1,1
"Hol, W. H. Gera",46,23.0,2,1,2
"Hol, W.H. Gera",26,26.0,1,1,1
"Holajjer, Prasanna",5,5.0,1,1,1
"Holbein, Julia",114,57.0,2,1,2
"Holderbaum, Melina M.",0,0.0,1,1,0
"Holderbaum, Melina Marques",2,2.0,1,1,1
"Holeva, R.",33,33.0,1,1,1
"Holeva, R. C.",0,0.0,1,1,0
"Holgado, R",14,7.0,2,1,2
"Holgado, Ricardo",20,6.666666666666667,3,2,3
"Holguin, Claudia M",26,8.666666666666666,3,2,2
"Holguin, Claudia M.",3,3.0,1,1,1
"Holland, Rita",54,54.0,1,1,1
"Hollaway, G J",31,31.0,1,1,1
"Hollaway, Grant J.",46,23.0,2,1,2
"Holovachov, Oleksandr",2,2.0,1,1,1
"Holterman, Martijn H. M.",33,33.0,1,1,1
"Holz, R A",6,6.0,1,1,1
"Holz, R.A.",3,3.0,1,1,1
"Homiak, Juliana Aparecida",10,5.0,2,1,2
"Homkajorn, Nichakorn",0,0.0,1,1,0
"Honarnejad, R",0,0.0,1,1,0
"Hong, Linjun",25,25.0,1,1,1
"Hong, S. C.",50,16.666666666666668,3,1,3
"Hong, Tae-Kyun",37,12.333333333333334,3,1,3
"Hooks, Cerruti R R",10,10.0,1,1,1
"Hoolahan, Angelique H",9,9.0,1,1,1
"Hoolahan, Angelique H.",33,11.0,3,1,3
"Hooper, D. J.",12,12.0,1,1,1
"Hoover, Kelli",26,26.0,1,1,1
"Hopf-Biziks, Andrea",9,9.0,1,1,1
"HopfÃ¢ÂÂBiziks, A.",8,8.0,1,1,1
"Hoque, A.K.M. Amdadul",4,4.0,1,1,1
"Hoshino, S",28,14.0,2,1,2
"Hoshino, Shigeru",17,2.4285714285714284,7,1,3
"Hoshizaki, K.",14,14.0,1,1,1
"Hosny Gamal, Khaled Elbanna",1,1.0,1,1,1
"Hosoi, Akito",11,11.0,1,1,1
"Hosomi, Akihiro",29,14.5,2,1,2
"Hossain, Mohammod",5,5.0,1,1,1
"Hossainzadeh, A. H.",0,0.0,1,1,0
"Hosseinvand, M.",22,7.333333333333333,3,1,2
"Hosseinvand, Manouchehr",5,1.6666666666666667,3,3,2
"Hoth, Stefan",105,52.5,2,1,2
"Hou, Zehai",12,12.0,1,1,1
"Hough, A",57,28.5,2,1,2
"Houx, N.W.H.",34,34.0,1,1,1
"Hoveland, C. S.",17,8.5,2,1,2
"Howard, Donald D.",78,39.0,2,1,2
"Howe, Dana K.",4,4.0,1,1,1
"Howland, Amanda",30,30.0,1,1,1
"Howland, Amanda D",20,20.0,1,1,1
"Hoyer, Ute",16,16.0,1,1,1
"Hoyos, Lina MuÃÂ±oz",0,0.0,1,1,0
"Hoysted, Grace A.",56,28.0,2,1,2
"HrÃÂ¡cs, Krisztina",13,13.0,1,1,1
"Hsieh, Shu-Hua",8,8.0,1,1,1
"Hsu, Jung-Kai",1,0.5,2,1,1
"Hu, Chunxiao",13,13.0,1,1,1
"Hu, G G",6,6.0,1,1,1
"Hu, Haijing",66,22.0,3,1,3
"Hu, Junwei",0,0.0,1,1,0
"Hu, Lili",38,12.666666666666666,3,1,2
"Hu, Long-Jiao",49,9.8,5,1,3
"Hu, LongÃ¢ÂÂJiao",14,14.0,1,1,1
"Hu, M. X.",65,65.0,1,1,1
"Hu, Qianru",5,2.5,2,1,1
"Hu, Shao-ji",25,25.0,1,1,1
"Hu, Weiming",83,16.6,5,1,4
"Hu, X",0,0.0,1,1,0
"Hu, Y. Q.",19,19.0,1,1,1
"Hu, Yan",20,20.0,1,1,1
"Hu, Yanfeng",120,17.142857142857142,7,3,5
"Hu, Yang",180,90.0,2,1,2
"Hu, Yao-Jun",0,0.0,1,1,0
"Hu, Zhenjie",28,28.0,1,1,1
"Hua, Cui",35,11.666666666666666,3,1,3
"Hua, Gia Khuong Hoang",44,22.0,2,1,2
"Huan, PENG",10,5.0,2,1,2
"Huang, C. S.",1,1.0,1,1,1
"Huang, ChenYan",1,1.0,1,1,1
"Huang, Cheng-Chun",4,2.0,2,1,2
"Huang, Danqiong",61,10.166666666666666,6,2,5
"Huang, Dian",26,26.0,1,1,1
"Huang, Guozhong",270,90.0,3,1,3
"Huang, Huang",5,2.5,2,1,1
"Huang, J S",62,62.0,1,1,1
"Huang, Jun",41,20.5,2,1,2
"Huang, Lin",51,12.75,4,1,4
"Huang, Mengmeng",20,10.0,2,1,2
"Huang, Minghui",8,2.6666666666666665,3,1,2
"Huang, Qi-Xing",31,31.0,1,1,1
"Huang, Qiulan",13,13.0,1,1,1
"Huang, Ren",13,13.0,1,1,1
"Huang, S P",33,11.0,3,2,2
"Huang, Sheng-Zhuo",12,12.0,1,1,1
"Huang, Tianpei",19,19.0,1,1,1
"Huang, W.K.",2,2.0,1,1,1
"Huang, Wei",23,23.0,1,1,1
"Huang, Wen-Kun",127,42.333333333333336,3,1,3
"Huang, X",38,9.5,4,3,4
"Huang, Xiaowei",35,35.0,1,1,1
"Huang, Xin",57,14.25,4,2,4
"Huang, Y-T",12,12.0,1,1,1
"Huang, Ying",288,72.0,4,1,4
"Huang, Yonghong",4,4.0,1,1,1
"Huang, Zhongliang",25,25.0,1,1,1
"Hubbard, Jennifer E.",18,18.0,1,1,1
"Huber, M C",2,2.0,1,1,1
"Hue, N. V.",0,0.0,1,1,0
"Huettel, R N",90,11.25,8,3,5
"Hugall, A",255,127.5,2,1,2
"Hughes, J d'A",7,7.0,1,1,1
"Hugouvieux-Cotte-Pattat, Nicole",0,0.0,1,1,0
"Hui, FENG",10,10.0,1,1,1
"Huijbregts, A. W. M.",1,1.0,1,1,1
"Hulupi, Retno",0,0.0,3,2,0
"Humphreys, Danny Antonio",15,15.0,1,1,1
"Humphreys-Pereira, Danny A.",54,13.5,4,2,4
"Hung, C",36,18.0,2,2,2
"Hunt, D",0,0.0,1,1,0
"Hunt, D. J.",5,5.0,1,1,1
"Hunt, D.J.",2,2.0,1,1,1
"Hunt, David",18,18.0,1,1,1
"Hunt, P G",9,9.0,1,1,1
"Hunter, A. G.",0,0.0,1,1,0
"Hunter, A.G.",0,0.0,1,1,0
"Hurchanik, Denise",6,6.0,1,1,1
"Hurd, Katherine",4,4.0,1,1,1
"Hurley, R. Mark",0,0.0,1,1,0
"Hurst, Richard H.",18,3.0,6,1,3
"Hussain, Manzoor",16,16.0,1,1,1
"Hussain, S. W.",82,41.0,2,1,2
"Hussain, Touseef",40,20.0,2,1,2
"Hussey, R S",166,16.6,10,6,6
"Hussey, R. S.",53,53.0,1,1,1
"Hussey, R.S.",13,13.0,1,1,1
"Huston, Daniel C.",0,0.0,1,1,0
"Hutangura, P.",10,10.0,1,1,1
"Hutangura, Pokkwan",119,119.0,1,1,1
"Hutchinson, Chad M.",20,20.0,1,1,1
"Hutton, EM",0,0.0,1,1,0
"Hutzell, P A",7,3.5,2,1,1
"Huynh, Bao-Lam",47,47.0,1,1,1
"HuÃ¡Â»Â³nh, VÃÂn Nghi",0,0.0,1,1,0
"Hwang, Byung Kook",133,133.0,1,1,1
"Hwang, Chin-Feng",60,30.0,2,1,2
"Hwang, Hwan-Su",11,11.0,1,1,1
"Hwang, Sung Min",10,5.0,2,1,1
"Hyder, Sajjad",36,36.0,1,1,1
"Hyer, A. H.",28,28.0,1,1,1
"Hynes, S S",10,10.0,1,1,1
"HÃÂ¶gger, C",6,6.0,1,1,1
"HÃÂ¶lscher, Dirk",110,110.0,1,1,1
"HÃÂ¼bschen, Judith",57,28.5,2,1,2
"HÃÂ¼tten, Marion",17,17.0,1,1,1
"HÃ¼bschen, Judith",25,25.0,1,1,1
"IBRAHIM, Ibrahim K.",0,0.0,2,1,0
"IBRAHIM, S K.",34,17.0,2,1,2
"ICHINOHE, Minoru",7,7.0,1,1,1
"IKEDA, Takefumi",57,19.0,3,1,3
"INAGAKI, Haruo",25,6.25,4,2,3
"INOMOTO, MÃÂRIO M.",8,8.0,1,1,1
"INOUE, Hirata",0,0.0,1,1,0
"ISAAC, IVOR",25,25.0,1,1,1
"ISHIBASHI, Nobuyoshi",2,0.6666666666666666,3,1,1
"ISHIBASHI, Yoshitomo",1,1.0,1,1,1
"ISHIKAWA, Masaya",26,26.0,1,1,1
"ISTIFADAH, NOOR",9,9.0,1,1,1
"IWAHORI, Hideaki",30,7.5,4,1,2
"IWAKI, Mitsuro",29,7.25,4,2,3
"IWASAKI, Yutaka",4,4.0,1,1,1
"Iacomino, Giuseppina",2,2.0,1,1,1
"Ibeas, F.",56,56.0,1,1,1
"Ibeas, Fernando",53,26.5,2,1,2
"Iberkleid, Ionit",300,42.857142857142854,7,1,5
"Ibrahim, A A",10,10.0,1,1,1
"Ibrahim, A Y",5,5.0,1,1,1
"Ibrahim, Ahmed",24,24.0,1,1,1
"Ibrahim, D.",0,0.0,1,1,0
"Ibrahim, D. S.",0,0.0,1,1,0
"Ibrahim, Dina",3,1.0,3,2,1
"Ibrahim, Dina S. S.",1,1.0,1,1,1
"Ibrahim, G. H.",0,0.0,1,1,0
"Ibrahim, Heba M.M.",72,72.0,1,1,1
"Ibrahim, Heba MM",74,74.0,1,1,1
"Ibrahim, I K",51,12.75,4,3,4
"Ibrahim, K A",3,3.0,1,1,1
"Ibrahim, Mervat H.",0,0.0,1,1,0
"Ibrahim, S K",46,15.333333333333334,3,3,3
"Ibrahim, Said K",17,17.0,1,1,1
"IbÃÂ¡ÃÂ±ez, C. Ros",24,24.0,1,1,1
Ichihara,7,7.0,1,1,1
"Ichihara, Y",98,98.0,1,1,1
"Ichihara, Y.",12,12.0,1,1,1
"Ichiishi, Kanata",6,6.0,1,1,1
"Ichinohe, M",15,15.0,1,1,1
"Ichinohe, Minoru",3,3.0,1,1,1
"Ide, Tatsuya",9,9.0,1,1,1
"Iftikhar, Sehrish",15,15.0,1,1,1
"Igarashi, Y",1,1.0,1,1,1
"Ihejirika, G.O.",0,0.0,1,1,0
"Ikbal, Chaieb",15,15.0,1,1,1
"Ikeda, T",15,15.0,1,1,1
"Ikegami, Makihiko",59,59.0,1,1,1
"Iki, Taiichi",7,7.0,1,1,1
"Ikonen, Eeva",11,11.0,1,1,1
"Ikram, Mohd",0,0.0,1,1,0
"Ilieva, Zhenya Ivanova",0,0.0,1,1,0
"Ilieva-Makulec, Krassimira",4,4.0,1,1,1
"Imafidor, Helen",0,0.0,1,1,0
"Imamah, Annisa Nur",0,0.0,1,1,0
"Imani, Saeid",0,0.0,1,1,0
"Imegwu, CN",0,0.0,2,1,0
"Imran, Muhammad",7,3.5,2,1,1
"Imren, Mustafa",15,3.75,4,1,2
"Indarsih, Apriyani Yuda",0,0.0,1,1,0
"Indarti, Siwi",25,5.0,5,4,2
"Ines-Vsquez, Sergio",2,2.0,1,1,1
"Ingham, R E",37,9.25,4,1,3
"Ingham, Russell E",1,1.0,1,1,1
"Inomoto, M M",25,12.5,2,1,2
"Inomoto, Mario M.",5,5.0,1,1,1
"Inomoto, MÃÂ¡rio M.",61,12.2,5,3,4
"Inomoto, MÃÂ¡rio Massayuki",2,1.0,2,2,1
"Inserra, R N",86,6.615384615384615,13,7,6
"Inserra, Renato",44,22.0,2,1,2
"Inserra, Renato N.",27,13.5,2,2,2
"Insunza, V.",94,47.0,2,1,2
"Int, Chem",4,4.0,1,1,1
"InÃÂ¡cio, M. L.",9,4.5,2,2,2
"InÃÂ¡cio, M.L.",41,41.0,1,1,1
"Iordache, Marian-Daniel",48,48.0,1,1,1
