title,authors,pub_year,journal,citations,Genus,Species
Reticulate evolution and the origins of ribosomal internal transcribed spacer diversity in apomictic Meloidogyne.,"Hugall, A; Stanton, J; Moritz, C",1999,Molecular Biology and Evolution,159,meloidogyne,incognita
Genomics of Aspergillus oryzae,"KOBAYASHI, Tetsuo; Keietsu, ABE; Kiyoshi, ASAI; Katsuya, GOMI; JUVVADI, Praveen Rao; Masashi, KATO; KITAMOTO, Katsuhiko; TAKEUCHI, Michio; MACHIDA, Masayuki",2007,Bioscience Biotechnology and Biochemistry,158,aphelenchoides,oryzae
Rhizobacterial induction of systemic resistance in tomato plants: non-specific protection and increase in enzyme activities,"Silva, Harllen Sandro Alves; da Silva Romeiro, Reginaldo; Macagnan, Dirceu; de Almeida Halfeld-Vieira, Bernardo; Pereira, Maria Cristina Baracat; Mounteer, Ann",2004,Biological Control,158,aphelenchoides,solani
Resistance to both cyst and root?knot nematodes conferred by transgenic Arabidopsis expressing a modified plant cystatin,"Urwin, Peter E.; Lilley, Catherine J.; McPherson, Michael J.; Atkinson, Howard J.",1997,The Plant Journal,157,heterodera,schachtii
Resistance to both cyst and rootÃ¢ÂÂknot nematodes conferred by transgenic Arabidopsis expressing a modified plant cystatin,"Urwin, Peter E.; Lilley, Catherine J.; McPherson, Michael J.; Atkinson, Howard J.",1997,The Plant Journal,157,heterodera,schachtii
Synergistic and antagonistic interactions of terpenes against Meloidogyne incognita and the nematicidal activity of essential oils from seven plants indigenous to Greece,"Ntalli, Nikoletta G; Ferrari, Federico; Giannakou, Ioannis; MenkissogluÃ¢ÂÂSpiroudi, Urania",2010,Pest Management Science,156,meloidogyne,incognita
Purification and Characterization of Chitinases from the Nematophagous Fungi Verticillium chlamydosporium and V. suchlasporium,"Tikhonov, Vladimir E.; Lopez-Llorca, Luis V.; Salinas, JesÃÂºs; Jansson, Hans-BÃÂ¶rje",2002,Fungal Genetics and Biology,154,globodera,pallida
Localization by restriction fragment length polymorphism mapping in potato of a major dominant gene conferring resistance to the potato cyst nematode Globodera rostocbiensis,"Barone, Amalia; Ritter, Enrique; Schachtschabel, Undine; Debener, Thomas; Salamini, Francesco; Gebhardt, Christiane",1990,Molecular Genetics and Genomics,154,globodera,rostochiensis
Biological control of the root-knot nematode Meloidogyne javanica by Trichoderma harzianum,"Sahebani, N.; Hadavi, N.",2008,Soil Biology and Biochemistry,153,meloidogyne,javanica
Biological control of the root-knot nematode Meloidogyne javanica by Trichoderma harzianum,"Sahebani, N.; Hadavi, N.",2008,Soil Biology and Biochemistry,153,meloidogyne,javanica
"Chitin-mediated changes in bacterial communities of the soil, rhizosphere and within roots of cotton in relation to nematode control","Hallmann, J.; RodrÃÂ±ÃÂguez-KÃÂ¡bana, R.; Kloepper, J.W.",1999,Soil Biology and Biochemistry,152,meloidogyne,incognita
"Suppression of root-knot disease by Pseudomonas fluorescens CHA0 in tomato: importance of bacterial secondary metabolite, 2,4-diacetylpholoroglucinol","Siddiqui, Imran A; Shaukat, S Shahid",2003,Soil Biology and Biochemistry,152,meloidogyne,javanica
The broadÃ¢ÂÂspectrum potato cyst nematode resistance gene (Hero) from tomato is the only member of a large gene family of NBSÃ¢ÂÂLRR genes with an unusual amino acid repeat in the LRR region,"Ernst, Karin; Kumar, Amar; Kriseleit, Doris; Kloos, DorotheeÃ¢ÂÂU.; Phillips, Mark S.; Ganal, Martin W.",2002,The Plant Journal,151,globodera,pallida
The Cyst Nematode SPRYSEC Protein RBP-1 Elicits Gpa2- and RanGAP2-Dependent Plant Cell Death,"Sacco, Melanie Ann; Koropacka, Kamila; Grenier, Eric; Jaubert, Marianne J.; Blanchard, Alexandra; Goverse, Aska; Smant, Geert; Moffett, Peter",2009,PLOS Pathogens,151,globodera,pallida
Meloidogyne javanica chorismate mutase 1 alters plant cell development.,"Doyle, Elizabeth A; Lambert, Kris N",2003,Molecular Plant-Microbe Interactions,151,meloidogyne,javanica
The broad?spectrum potato cyst nematode resistance gene (Hero) from tomato is the only member of a large gene family of NBS?LRR genes with an unusual amino acid repeat in the LRR region,"Ernst, Karin; Kumar, Amar; Kriseleit, Doris; Kloos, Dorothee?U.; Phillips, Mark S.; Ganal, Martin W.",2002,The Plant Journal,151,globodera,pallida
Genetic mapping of soybean cyst nematode race-3 resistance loci in the soybean PI 437.654,"Webb, D. M.; Baltazar, B. M.; Rao-Arelli, A. P.; Schupp, J.; Clayton, K.; Keim, P.; Beavis, W. D.",1995,Theoretical and Applied Genetics,150,heterodera,glycines
Differential gene expression in nematodeÃ¢ÂÂinduced feeding structures of transgenic plants harbouring promoterÃ¢ÂÂgusA fusion constructs,"Goddijn, Oscar J.M.; Lindsey, Keith; Lee, FrÃÂ©derique M.; Klap, Joke C.; Sijmons, Peter C.",1993,The Plant Journal,149,heterodera,schachtii
Differential gene expression in nematode?induced feeding structures of transgenic plants harbouring promoterÂgusA fusion constructs,"Goddijn, Oscar J.M.; Lindsey, Keith; Lee, FrÃ©derique M.; Klap, Joke C.; Sijmons, Peter C.",1993,The Plant Journal,149,heterodera,schachtii
"Role of 2,4-Diacetylphloroglucinol in the Interactions of the Biocontrol Pseudomonad Strain F113 with the Potato Cyst Nematode Globodera rostochiensis.","Cronin, D; Moenne-Loccoz, Y; Fenton, A; Dunne, C; Dowling, D N; O'gara, F",1997,Applied and Environmental Microbiology,149,globodera,rostochiensis
"Extracellular Protease of Pseudomonas fluorescens CHA0, a Biocontrol Factor with Activity against the Root-Knot Nematode Meloidogyne incognita","Siddiqui, Imran Ali; Haas, Dieter; Heeb, Stephan",2005,Applied and Environmental Microbiology,147,meloidogyne,incognita
Effects of long-term crop management on nematode trophic levels other than plant feeders disappear after 1 year of disruptive soil management,"Berkelmans, R; Ferris, H; Tenuta, M; van Bruggen, A.H.C",2003,Applied Soil Ecology,146,meloidogyne,javanica
Effects of long-term crop management on nematode trophic levels other than plant feeders disappear after 1 year of disruptive soil management,"Berkelmans, R; Ferris, H; Tenuta, M; van Bruggen, A.H.C",2003,Applied Soil Ecology,146,meloidogyne,javanica
"Maize 9-lipoxygenase ZmLOX3 controls development, root-specific expression of defense genes, and resistance to root-knot nematodes.","Gao, Xiquan; Starr, James; GÃÂ¶bel, Cornelia; Engelberth, JÃÂ¼rgen; Feussner, Ivo; Tumlinson, James; Kolomiets, Michael",2008,Molecular Plant-Microbe Interactions,145,meloidogyne,incognita
Complete Characterization of the Race Scheme for Heterodera glycines.,"Riggs, R D; Schmitt, D P",1988,Journal of Nematology,145,heterodera,glycines
Signal peptide-selection of cDNA cloned directly from the esophageal gland cells of the soybean cyst nematode Heterodera glycines.,"Wang, X; Allen, R; Ding, X; Goellner, M; Maier, T; de Boer, J M; Baum, T J; Hussey, R S; Davis, E L",2001,Molecular Plant-Microbe Interactions,143,heterodera,glycines
Soybean disease loss estimates for the United States from 1996 to 1998,"Wrather, J.A.; Stienstra, W.C.; Koenning, S.R.",2001,Canadian Journal of Plant Pathology,142,heterodera,glycines
Genetic diversity of root-knot nematodes from Brazil and development of SCAR markers specific for the coffee-damaging species,"Randig, Onivaldo; Bongiovanni, Michel; Carneiro, Regina M D G; Castagnone-Sereno, Philippe",2002,Genome,142,meloidogyne,paranaensis
Soybean disease loss estimates for the United States from 1996 to 1998,"Wrather, J.A.; Stienstra, W.C.; Koenning, S.R.",2001,Canadian Journal of Plant Pathology,142,heterodera,glycines
"Phylogenetic Relationships within the Cyst-Forming Nematodes (Nematoda, Heteroderidae) Based on Analysis of Sequences from the ITS Regions of Ribosomal DNA","Subbotin, Sergei A; Vierstraete, Andy; De Ley, Paul; Rowe, Janet; Waeyenberge, Lieven; Moens, Maurice; Vanfleteren, Jacques R",2001,Molecular Phylogenetics and Evolution,142,heterodera,salixophila
"A Model Plant Pathogen from the Kingdom Animalia: Heterodera glycines, the Soybean Cyst Nematode","Niblack, T. L.; Lambert, K. N.; Tylka, G. L.",2006,Annual Review of Phytopathology,140,heterodera,glycines
Host-delivered RNAi: an effective strategy to silence genes in plant parasitic nematodes,"Fairbairn, David J.; Cavallaro, Antonino S.; Bernard, Margaret; Mahalinga-Iyer, Janani; Graham, Michael W.; Botella, JosÃÂ© R.",2007,Planta,140,meloidogyne,javanica
Arbuscular mycorrhiza reduces susceptibility of tomato to Alternaria solani,"Fritz, Maendy; Jakobsen, Iver; LyngkjÃÂ¦r, Michael Foged; Thordal-Christensen, Hans; Pons-KÃÂ¼hnemann, JÃÂ¶rn",2006,Mycorrhiza,140,aphelenchoides,solani
Lipopolysaccharides of Rhizobium etliStrain G12 Act in Potato Roots as an Inducing Agent of Systemic Resistance to Infection by the Cyst Nematode Globodera pallida,"Reitz, M.; Rudolph, K.; SchrÃ¶der, I.; Hoffmann-Hergarten, S.; Hallmann, J.; Sikora, R. A.",2000,Applied and Environmental Microbiology,140,globodera,pallida
The internal transcribed spacer region of belonolaimus (nemata: belonolaimidae).,"Cherry, T; Szalanski, A L; Todd, T C; Powers, T O",1997,Journal of Nematology,140,belonolaimus,longicaudatus
Marker-assisted combination of major genes for pathogen resistance in potato,"Gebhardt, C.; Bellin, D.; Henselewski, H.; Lehmann, W.; Schwarzfischer, J.; Valkonen, J. P. T.",2006,Theoretical and Applied Genetics,139,globodera,rostochiensis
Marker-assisted combination of major genes for pathogen resistance in potato,"Gebhardt, C.; Bellin, D.; Henselewski, H.; Lehmann, W.; Schwarzfischer, J.; Valkonen, J. P. T.",2006,Theoretical and Applied Genetics,139,globodera,rostochiensis
Cloning and characterization of an esophageal-gland-specific chorismate mutase from the phytoparasitic nematode Meloidogyne javanica.,"Lambert, K N; Allen, K D; Sussex, I M",1999,Molecular Plant-Microbe Interactions,139,meloidogyne,javanica
Laser capture microdissection (LCM) and comparative microarray expression analysis of syncytial cells isolated from incompatible and compatible soybean (Glycine max) roots infected by the soybean cyst nematode (Heterodera glycines),"Klink, Vincent P.; Overall, Christopher C.; Alkharouf, Nadim W.; MacDonald, Margaret H.; Matthews, Benjamin F.",2007,Planta,138,heterodera,glycines
Laser capture microdissection (LCM) and comparative microarray expression analysis of syncytial cells isolated from incompatible and compatible soybean (Glycine max) roots infected by the soybean cyst nematode (Heterodera glycines),"Klink, Vincent P.; Overall, Christopher C.; Alkharouf, Nadim W.; MacDonald, Margaret H.; Matthews, Benjamin F.",2007,Planta,138,heterodera,glycines
Mechanism of control of root?feeding nematodes by mycorrhizal fungi in the dune grass Ammophila arenaria,"De La PeÃ±a, Eduardo; EcheverrÃ­a, Susana RodrÃ­guez; Van Der Putten, Wim H.; Freitas, Helena; Moens, Maurice",2005,New Phytologist,138,pratylenchus,penetrans
Mechanism of control of rootÃ¢ÂÂfeeding nematodes by mycorrhizal fungi in the dune grass Ammophila arenaria,"De La PeÃÂ±a, Eduardo; EcheverrÃÂ­a, Susana RodrÃÂ­guez; Van Der Putten, Wim H.; Freitas, Helena; Moens, Maurice",2005,New Phytologist,138,pratylenchus,penetrans
"A multi-phasic approach reveals that apple replant disease is caused by multiple biological agents, with some agents acting synergistically","Tewoldemedhin, Yared Tesfai; Mazzola, Mark; Labuschagne, Iwan; McLeod, AdÃÂ©le",2011,Soil Biology and Biochemistry,136,pratylenchus,delattrei
"In vitro antagonistic activity, plant growth promoting traits and phylogenetic affiliation of rhizobacteria associated with wild plants grown in arid soil","El-Sayed, Wael S.; Akhkha, Abdellah; El-Naggar, Moustafa Y.; Elbadry, Medhat",2014,Frontiers in Microbiology,135,meloidogyne,incognita
Expression of Arabidopsis pathogenesisÃ¢ÂÂrelated genes during nematode infection,"HAMAMOUCH, NOUREDDINE; LI, CHUNYING; SEO, PIL JOON; PARK, CHUNGÃ¢ÂÂMO; DAVIS, ERIC L.",2010,Molecular Plant Pathology,135,heterodera,schachtii
Expression of Arabidopsis pathogenesis?related genes during nematode infection,"HAMAMOUCH, NOUREDDINE; LI, CHUNYING; SEO, PIL JOON; PARK, CHUNG?MO; DAVIS, ERIC L.",2010,Molecular Plant Pathology,135,heterodera,schachtii
"Nematicidal Activity of Plant Essential Oils and Components From Ajowan (Trachyspermum ammi), Allspice (Pimenta dioica) and Litsea (Litsea cubeba) Essential Oils Against Pine Wood Nematode (Bursaphelenchus Xylophilus).","Park, Il-Kwon; Kim, Junheon; Lee, Sang-Gil; Shin, Sang-Chul",2007,Journal of Nematology,135,bursaphelenchus,xylophilus
Application of RNA interference to root-knot nematode genes encoding esophageal gland proteins.,"Rosso, M N; Dubrana, M P; Cimbolini, N; Jaubert, S; Abad, P",2005,Molecular Plant-Microbe Interactions,135,meloidogyne,incognita
Field evaluation of plant growth-promoting Rhizobacteria amended transplant mixes and soil solarization for tomato and pepper production in Florida,"KokalisÃ¢ÂÂBurelle, N.; Vavrina, C. S.; Rosskopf, E. N.; Shelby, R. A.",2002,Plant and Soil,135,meloidogyne,incognita
Molecular diagnostic key for identification of single juveniles of seven common and economically important species of rootÃ¢ÂÂknot nematode (Meloidogyne spp.),"Adam, M. A. M.; Phillips, M. S.; Blok, V. C.",2006,Plant Pathology,135,meloidogyne,javanica
Genetic analysis of plant endophytic Pseudomonas putida BP25 and chemo-profiling of its antimicrobial volatile organic compounds,"Sheoran, Neelam; Nadakkakath, Agisha Valiya; Munjal, Vibhuti; Kundu, Aditi; Subaharan, Kesavan; Venugopal, Vibina; Rajamma, Suseelabhai; Eapen, Santhosh J.; Kumar, Aundy",2015,Microbiological Research,134,radopholus,similis
Isolation and In Vivo and In Vitro Antifungal Activity of Phenylacetic Acid and Sodium Phenylacetate fromStreptomyces humidus,"Hwang, Byung Kook; Lim, Song Won; Kim, Beom Seok; Lee, Jung Yeop; Moon, Surk Sik",2001,Applied and Environmental Microbiology,133,pratylenchus,capsici
ÂForrestÂ resistance to the soybean cyst nematode is bigenic: saturation mapping of the Rhg1and Rhg4 loci,"Meksem, K.; Pantazopoulos, P.; Njiti, V.N.; Hyten, L.D.; Arelli, P. R.; Lightfoot, D. A.",2001,Theoretical and Applied Genetics,132,heterodera,glycines
"The genome of the yellow potato cyst nematode, Globodera rostochiensis, reveals insights into the basis of parasitism and virulence","Eves-van den Akker, Sebastian; Laetsch, Dominik R.; Thorpe, Peter; Lilley, Catherine J.; Danchin, Etienne G. J.; Da Rocha, Martine; Rancurel, Corinne; Holroyd, Nancy E.; Cotton, James A.; Szitenberg, Amir; Grenier, Eric; Montarry, Josselin; Mimee, Benjamin; Duceppe, Marc-Olivier; Boyes, Ian; Marvin, Jessica M. C.; Jones, Laura M.; Yusup, Hazijah B.; Lafond-Lapalme, JoÃÂ«l; Esquibet, Magali; Sabeh, Michael; Rott, Michael; Overmars, Hein; Finkers-Tomczak, Anna; Smant, Geert; Koutsovoulos, Georgios; Blok, Vivian; Mantelin, Sophie; Cock, Peter J. A.; Phillips, Wendy; Henrissat, Bernard; Urwin, Peter E.; Blaxter, Mark; Jones, John T.",2016,Genome Biology,132,globodera,rostochiensis
Ã¢ÂÂForrestÃ¢ÂÂ resistance to the soybean cyst nematode is bigenic: saturation mapping of the Rhg1and Rhg4 loci,"Meksem, K.; Pantazopoulos, P.; Njiti, V.N.; Hyten, L.D.; Arelli, P. R.; Lightfoot, D. A.",2001,Theoretical and Applied Genetics,132,heterodera,glycines
"The genome of the yellow potato cyst nematode, Globodera rostochiensis, reveals insights into the basis of parasitism and virulence","Eves-van den Akker, Sebastian; Laetsch, Dominik R.; Thorpe, Peter; Lilley, Catherine J.; Danchin, Etienne G. J.; Da Rocha, Martine; Rancurel, Corinne; Holroyd, Nancy E.; Cotton, James A.; Szitenberg, Amir; Grenier, Eric; Montarry, Josselin; Mimee, Benjamin; Duceppe, Marc-Olivier; Boyes, Ian; Marvin, Jessica M. C.; Jones, Laura M.; Yusup, Hazijah B.; Lafond-Lapalme, JoÃ«l; Esquibet, Magali; Sabeh, Michael; Rott, Michael; Overmars, Hein; Finkers-Tomczak, Anna; Smant, Geert; Koutsovoulos, Georgios; Blok, Vivian; Mantelin, Sophie; Cock, Peter J. A.; Phillips, Wendy; Henrissat, Bernard; Urwin, Peter E.; Blaxter, Mark; Jones, John T.",2016,Genome Biology,132,globodera,rostochiensis
Analysis and functional classification of transcripts from the nematode Meloidogyne incognita,"McCarter, James P; Dautova Mitreva, Makedonka; Martin, John; Dante, Mike; Wylie, Todd; Rao, Uma; Pape, Deana; Bowers, Yvette; Theising, Brenda; Murphy, Claire V; Kloek, Andrew P; Chiapelli, Brandi J; Clifton, Sandra W; Bird, David Mck; Waterston, Robert H",2003,Genome Biology,132,meloidogyne,incognita
Analysis and functional classification of transcripts from the nematode Meloidogyne incognita,"McCarter, James P; Dautova Mitreva, Makedonka; Martin, John; Dante, Mike; Wylie, Todd; Rao, Uma; Pape, Deana; Bowers, Yvette; Theising, Brenda; Murphy, Claire V; Kloek, Andrew P; Chiapelli, Brandi J; Clifton, Sandra W; Bird, David Mck; Waterston, Robert H",2003,Genome Biology,132,meloidogyne,incognita
Effective and specific in planta RNAi in cyst nematodes: expression interference of four parasitism genes reduces parasitic success,"Sindhu, Anoop S.; Maier, Tom R.; Mitchum, Melissa G.; Hussey, Richard S.; Davis, Eric L.; Baum, Thomas J.",2008,Journal of Experimental Botany,131,heterodera,schachtii
Transcriptional reprogramming by root knot and migratory nematode infection in rice,"Kyndt, Tina; Denil, Simon; Haegeman, Annelies; Trooskens, Geert; Bauters, Lander; Van Criekinge, Wim; De Meyer, Tim; Gheysen, Godelieve",2012,New Phytologist,131,hirschmanniella,oryzae
The Novel Cyst Nematode Effector Protein 19C07 Interacts with the Arabidopsis Auxin Influx Transporter LAX3 to Control Feeding Site Development ÃÂ  ÃÂ ,"Lee, Chris; Chronis, Demosthenis; Kenning, Charlotte; Peret, Benjamin; Hewezi, Tarek; Davis, Eric L.; Baum, Thomas J.; Hussey, Richard; Bennett, Malcolm; Mitchum, Melissa G.",2010,Plant Physiology,130,heterodera,glycines
The Novel Cyst Nematode Effector Protein 19C07 Interacts with the Arabidopsis Auxin Influx Transporter LAX3 to Control Feeding Site Development Â  Â ,"Lee, Chris; Chronis, Demosthenis; Kenning, Charlotte; Peret, Benjamin; Hewezi, Tarek; Davis, Eric L.; Baum, Thomas J.; Hussey, Richard; Bennett, Malcolm; Mitchum, Melissa G.",2010,Plant Physiology,130,heterodera,glycines
Bacterial Antagonists of Fungal Pathogens Also Control Root-Knot Nematodes by Induced Systemic Resistance of Tomato Plants,"Adam, Mohamed; Heuer, Holger; Hallmann, Johannes",2014,PLOS ONE,130,meloidogyne,incognita
